year,month,day,cases,deaths,country,population2000,countrycode
2022,03,14,36510,9,Austria,8901064,AUT
2022,03,13,34932,9,Austria,8901064,AUT
2022,03,12,38055,13,Austria,8901064,AUT
2022,03,11,44102,18,Austria,8901064,AUT
2022,03,10,50066,17,Austria,8901064,AUT
2022,03,09,50574,16,Austria,8901064,AUT
2022,03,08,51690,16,Austria,8901064,AUT
2022,03,07,34350,27,Austria,8901064,AUT
2022,03,06,26847,18,Austria,8901064,AUT
2022,03,05,27886,26,Austria,8901064,AUT
2022,03,04,31904,29,Austria,8901064,AUT
2022,03,03,32299,28,Austria,8901064,AUT
2022,03,02,31972,28,Austria,8901064,AUT
2022,03,01,41382,32,Austria,8901064,AUT
2022,02,28,27569,27,Austria,8901064,AUT
2022,02,27,21395,27,Austria,8901064,AUT
2022,02,26,22298,26,Austria,8901064,AUT
2022,02,25,25382,34,Austria,8901064,AUT
2022,02,24,30137,26,Austria,8901064,AUT
2022,02,23,28769,23,Austria,8901064,AUT
2022,02,22,35512,26,Austria,8901064,AUT
2022,02,21,23849,27,Austria,8901064,AUT
2022,02,20,21473,19,Austria,8901064,AUT
2022,02,19,21904,23,Austria,8901064,AUT
2022,02,18,25891,19,Austria,8901064,AUT
2022,02,17,30717,25,Austria,8901064,AUT
2022,02,16,31000,22,Austria,8901064,AUT
2022,02,15,38977,26,Austria,8901064,AUT
2022,02,14,26617,28,Austria,8901064,AUT
2022,02,13,24225,18,Austria,8901064,AUT
2022,02,12,25153,30,Austria,8901064,AUT
2022,02,11,29950,29,Austria,8901064,AUT
2022,02,10,33546,21,Austria,8901064,AUT
2022,02,09,35403,15,Austria,8901064,AUT
2022,02,08,39963,14,Austria,8901064,AUT
2022,02,07,28868,24,Austria,8901064,AUT
2022,02,06,26017,17,Austria,8901064,AUT
2022,02,05,30066,21,Austria,8901064,AUT
2022,02,04,33262,16,Austria,8901064,AUT
2022,02,03,36935,22,Austria,8901064,AUT
2022,02,02,33723,17,Austria,8901064,AUT
2022,02,01,44130,11,Austria,8901064,AUT
2022,01,31,27830,11,Austria,8901064,AUT
2022,01,30,26227,15,Austria,8901064,AUT
2022,01,29,29035,12,Austria,8901064,AUT
2022,01,28,33699,18,Austria,8901064,AUT
2022,01,27,37948,15,Austria,8901064,AUT
2022,01,26,35883,9,Austria,8901064,AUT
2022,01,25,38237,10,Austria,8901064,AUT
2022,01,24,26763,12,Austria,8901064,AUT
2022,01,23,25234,15,Austria,8901064,AUT
2022,01,22,23432,8,Austria,8901064,AUT
2022,01,21,26741,14,Austria,8901064,AUT
2022,01,20,29736,5,Austria,8901064,AUT
2022,01,19,25200,11,Austria,8901064,AUT
2022,01,18,28181,5,Austria,8901064,AUT
2022,01,17,18373,5,Austria,8901064,AUT
2022,01,16,16187,9,Austria,8901064,AUT
2022,01,15,14949,8,Austria,8901064,AUT
2022,01,14,17124,11,Austria,8901064,AUT
2022,01,13,16993,4,Austria,8901064,AUT
2022,01,12,16876,8,Austria,8901064,AUT
2022,01,11,16553,9,Austria,8901064,AUT
2022,01,10,12704,11,Austria,8901064,AUT
2022,01,09,10938,12,Austria,8901064,AUT
2022,01,08,10726,7,Austria,8901064,AUT
2022,01,07,7058,9,Austria,8901064,AUT
2022,01,06,8902,6,Austria,8901064,AUT
2022,01,05,8793,8,Austria,8901064,AUT
2022,01,04,10086,10,Austria,8901064,AUT
2022,01,03,5999,16,Austria,8901064,AUT
2022,01,02,3491,10,Austria,8901064,AUT
2022,01,01,3003,8,Austria,8901064,AUT
2021,12,31,3704,11,Austria,8901064,AUT
2021,12,30,3815,24,Austria,8901064,AUT
2021,12,29,3182,14,Austria,8901064,AUT
2021,12,28,3344,16,Austria,8901064,AUT
2021,12,27,2605,18,Austria,8901064,AUT
2021,12,26,1735,15,Austria,8901064,AUT
2021,12,25,1631,15,Austria,8901064,AUT
2021,12,24,2117,9,Austria,8901064,AUT
2021,12,23,2268,17,Austria,8901064,AUT
2021,12,22,2162,15,Austria,8901064,AUT
2021,12,21,2816,21,Austria,8901064,AUT
2021,12,20,1950,18,Austria,8901064,AUT
2021,12,19,1886,28,Austria,8901064,AUT
2021,12,18,1987,23,Austria,8901064,AUT
2021,12,17,2349,25,Austria,8901064,AUT
2021,12,16,2698,26,Austria,8901064,AUT
2021,12,15,2930,29,Austria,8901064,AUT
2021,12,14,4131,41,Austria,8901064,AUT
2021,12,13,2935,40,Austria,8901064,AUT
2021,12,12,3263,34,Austria,8901064,AUT
2021,12,11,3269,32,Austria,8901064,AUT
2021,12,10,4824,44,Austria,8901064,AUT
2021,12,09,3123,44,Austria,8901064,AUT
2021,12,08,4316,51,Austria,8901064,AUT
2021,12,07,6086,54,Austria,8901064,AUT
2021,12,06,4427,45,Austria,8901064,AUT
2021,12,05,4269,42,Austria,8901064,AUT
2021,12,04,5315,51,Austria,8901064,AUT
2021,12,03,6265,59,Austria,8901064,AUT
2021,12,02,7261,59,Austria,8901064,AUT
2021,12,01,8775,62,Austria,8901064,AUT
2021,11,30,10966,39,Austria,8901064,AUT
2021,11,29,8107,66,Austria,8901064,AUT
2021,11,28,7989,56,Austria,8901064,AUT
2021,11,27,9621,47,Austria,8901064,AUT
2021,11,26,12053,65,Austria,8901064,AUT
2021,11,25,12127,60,Austria,8901064,AUT
2021,11,24,14461,48,Austria,8901064,AUT
2021,11,23,14519,53,Austria,8901064,AUT
2021,11,22,11978,55,Austria,8901064,AUT
2021,11,21,11638,54,Austria,8901064,AUT
2021,11,20,14104,39,Austria,8901064,AUT
2021,11,19,14076,50,Austria,8901064,AUT
2021,11,18,14890,44,Austria,8901064,AUT
2021,11,17,15026,46,Austria,8901064,AUT
2021,11,16,16473,38,Austria,8901064,AUT
2021,11,15,10983,37,Austria,8901064,AUT
2021,11,14,11204,41,Austria,8901064,AUT
2021,11,13,11440,48,Austria,8901064,AUT
2021,11,12,12659,45,Austria,8901064,AUT
2021,11,11,10591,51,Austria,8901064,AUT
2021,11,10,13225,25,Austria,8901064,AUT
2021,11,09,11976,29,Austria,8901064,AUT
2021,11,08,7761,27,Austria,8901064,AUT
2021,11,07,8023,19,Austria,8901064,AUT
2021,11,06,8125,21,Austria,8901064,AUT
2021,11,05,9709,27,Austria,8901064,AUT
2021,11,04,9784,21,Austria,8901064,AUT
2021,11,03,8969,25,Austria,8901064,AUT
2021,11,02,6583,17,Austria,8901064,AUT
2021,11,01,5287,20,Austria,8901064,AUT
2021,10,31,4797,13,Austria,8901064,AUT
2021,10,30,5635,16,Austria,8901064,AUT
2021,10,29,5981,10,Austria,8901064,AUT
2021,10,28,5939,11,Austria,8901064,AUT
2021,10,27,4312,15,Austria,8901064,AUT
2021,10,26,4488,17,Austria,8901064,AUT
2021,10,25,3446,10,Austria,8901064,AUT
2021,10,24,2797,15,Austria,8901064,AUT
2021,10,23,3534,11,Austria,8901064,AUT
2021,10,22,3708,8,Austria,8901064,AUT
2021,10,21,3491,11,Austria,8901064,AUT
2021,10,20,3620,10,Austria,8901064,AUT
2021,10,19,3982,11,Austria,8901064,AUT
2021,10,18,2726,6,Austria,8901064,AUT
2021,10,17,1996,15,Austria,8901064,AUT
2021,10,16,2150,16,Austria,8901064,AUT
2021,10,15,2381,7,Austria,8901064,AUT
2021,10,14,2394,10,Austria,8901064,AUT
2021,10,13,2115,6,Austria,8901064,AUT
2021,10,12,2721,12,Austria,8901064,AUT
2021,10,11,1595,11,Austria,8901064,AUT
2021,10,10,1298,8,Austria,8901064,AUT
2021,10,09,1584,9,Austria,8901064,AUT
2021,10,08,1877,5,Austria,8901064,AUT
2021,10,07,1854,10,Austria,8901064,AUT
2021,10,06,2037,7,Austria,8901064,AUT
2021,10,05,2680,13,Austria,8901064,AUT
2021,10,04,1458,7,Austria,8901064,AUT
2021,10,03,1372,7,Austria,8901064,AUT
2021,10,02,1559,12,Austria,8901064,AUT
2021,10,01,1808,8,Austria,8901064,AUT
2021,09,30,1739,6,Austria,8901064,AUT
2021,09,29,1925,7,Austria,8901064,AUT
2021,09,28,2615,13,Austria,8901064,AUT
2021,09,27,1590,5,Austria,8901064,AUT
2021,09,26,1385,9,Austria,8901064,AUT
2021,09,25,1386,9,Austria,8901064,AUT
2021,09,24,1827,8,Austria,8901064,AUT
2021,09,23,1817,10,Austria,8901064,AUT
2021,09,22,1840,11,Austria,8901064,AUT
2021,09,21,2109,9,Austria,8901064,AUT
2021,09,20,1380,11,Austria,8901064,AUT
2021,09,19,1337,15,Austria,8901064,AUT
2021,09,18,1429,7,Austria,8901064,AUT
2021,09,17,2028,6,Austria,8901064,AUT
2021,09,16,2212,7,Austria,8901064,AUT
2021,09,15,2318,9,Austria,8901064,AUT
2021,09,14,2599,13,Austria,8901064,AUT
2021,09,13,1848,6,Austria,8901064,AUT
2021,09,12,1391,2,Austria,8901064,AUT
2021,09,11,1836,6,Austria,8901064,AUT
2021,09,10,2246,9,Austria,8901064,AUT
2021,09,09,2339,4,Austria,8901064,AUT
2021,09,08,2169,7,Austria,8901064,AUT
2021,09,07,2301,8,Austria,8901064,AUT
2021,09,06,1799,3,Austria,8901064,AUT
2021,09,05,1391,8,Austria,8901064,AUT
2021,09,04,1577,8,Austria,8901064,AUT
2021,09,03,1931,5,Austria,8901064,AUT
2021,09,02,1692,7,Austria,8901064,AUT
2021,09,01,1557,4,Austria,8901064,AUT
2021,08,31,1852,3,Austria,8901064,AUT
2021,08,30,1281,2,Austria,8901064,AUT
2021,08,29,1083,3,Austria,8901064,AUT
2021,08,28,1346,7,Austria,8901064,AUT
2021,08,27,1375,6,Austria,8901064,AUT
2021,08,26,1404,2,Austria,8901064,AUT
2021,08,25,1453,4,Austria,8901064,AUT
2021,08,24,1618,2,Austria,8901064,AUT
2021,08,23,1155,3,Austria,8901064,AUT
2021,08,22,983,2,Austria,8901064,AUT
2021,08,21,1106,2,Austria,8901064,AUT
2021,08,20,1286,1,Austria,8901064,AUT
2021,08,19,1312,2,Austria,8901064,AUT
2021,08,18,1291,0,Austria,8901064,AUT
2021,08,17,1213,0,Austria,8901064,AUT
2021,08,16,875,0,Austria,8901064,AUT
2021,08,15,796,0,Austria,8901064,AUT
2021,08,14,833,2,Austria,8901064,AUT
2021,08,13,951,2,Austria,8901064,AUT
2021,08,12,968,2,Austria,8901064,AUT
2021,08,11,859,0,Austria,8901064,AUT
2021,08,10,874,1,Austria,8901064,AUT
2021,08,09,618,1,Austria,8901064,AUT
2021,08,08,436,1,Austria,8901064,AUT
2021,08,07,563,1,Austria,8901064,AUT
2021,08,06,571,1,Austria,8901064,AUT
2021,08,05,600,1,Austria,8901064,AUT
2021,08,04,497,2,Austria,8901064,AUT
2021,08,03,595,1,Austria,8901064,AUT
2021,08,02,403,2,Austria,8901064,AUT
2021,08,01,346,1,Austria,8901064,AUT
2021,07,31,420,1,Austria,8901064,AUT
2021,07,30,544,0,Austria,8901064,AUT
2021,07,29,531,1,Austria,8901064,AUT
2021,07,28,506,0,Austria,8901064,AUT
2021,07,27,547,0,Austria,8901064,AUT
2021,07,26,365,1,Austria,8901064,AUT
2021,07,25,316,2,Austria,8901064,AUT
2021,07,24,325,1,Austria,8901064,AUT
2021,07,23,342,1,Austria,8901064,AUT
2021,07,22,421,1,Austria,8901064,AUT
2021,07,21,419,0,Austria,8901064,AUT
2021,07,20,363,0,Austria,8901064,AUT
2021,07,19,336,0,Austria,8901064,AUT
2021,07,18,265,0,Austria,8901064,AUT
2021,07,17,336,0,Austria,8901064,AUT
2021,07,16,431,1,Austria,8901064,AUT
2021,07,15,353,0,Austria,8901064,AUT
2021,07,14,301,1,Austria,8901064,AUT
2021,07,13,273,2,Austria,8901064,AUT
2021,07,12,245,0,Austria,8901064,AUT
2021,07,11,184,0,Austria,8901064,AUT
2021,07,10,154,0,Austria,8901064,AUT
2021,07,09,178,0,Austria,8901064,AUT
2021,07,08,199,0,Austria,8901064,AUT
2021,07,07,148,1,Austria,8901064,AUT
2021,07,06,127,1,Austria,8901064,AUT
2021,07,05,103,0,Austria,8901064,AUT
2021,07,04,73,0,Austria,8901064,AUT
2021,07,03,68,3,Austria,8901064,AUT
2021,07,02,104,3,Austria,8901064,AUT
2021,07,01,108,1,Austria,8901064,AUT
2021,06,30,80,0,Austria,8901064,AUT
2021,06,29,106,1,Austria,8901064,AUT
2021,06,28,93,1,Austria,8901064,AUT
2021,06,27,73,1,Austria,8901064,AUT
2021,06,26,66,2,Austria,8901064,AUT
2021,06,25,117,0,Austria,8901064,AUT
2021,06,24,108,3,Austria,8901064,AUT
2021,06,23,99,4,Austria,8901064,AUT
2021,06,22,116,0,Austria,8901064,AUT
2021,06,21,102,2,Austria,8901064,AUT
2021,06,20,115,1,Austria,8901064,AUT
2021,06,19,108,2,Austria,8901064,AUT
2021,06,18,149,4,Austria,8901064,AUT
2021,06,17,131,2,Austria,8901064,AUT
2021,06,16,171,1,Austria,8901064,AUT
2021,06,15,180,3,Austria,8901064,AUT
2021,06,14,147,2,Austria,8901064,AUT
2021,06,13,103,3,Austria,8901064,AUT
2021,06,12,207,4,Austria,8901064,AUT
2021,06,11,198,3,Austria,8901064,AUT
2021,06,10,227,0,Austria,8901064,AUT
2021,06,09,287,4,Austria,8901064,AUT
2021,06,08,356,4,Austria,8901064,AUT
2021,06,07,307,4,Austria,8901064,AUT
2021,06,06,311,5,Austria,8901064,AUT
2021,06,05,326,4,Austria,8901064,AUT
2021,06,04,284,2,Austria,8901064,AUT
2021,06,03,351,4,Austria,8901064,AUT
2021,06,02,305,6,Austria,8901064,AUT
2021,06,01,489,7,Austria,8901064,AUT
2021,05,31,360,5,Austria,8901064,AUT
2021,05,30,327,5,Austria,8901064,AUT
2021,05,29,385,5,Austria,8901064,AUT
2021,05,28,424,9,Austria,8901064,AUT
2021,05,27,537,6,Austria,8901064,AUT
2021,05,26,607,9,Austria,8901064,AUT
2021,05,25,485,6,Austria,8901064,AUT
2021,05,24,407,5,Austria,8901064,AUT
2021,05,23,349,9,Austria,8901064,AUT
2021,05,22,509,7,Austria,8901064,AUT
2021,05,21,569,10,Austria,8901064,AUT
2021,05,20,661,6,Austria,8901064,AUT
2021,05,19,610,2,Austria,8901064,AUT
2021,05,18,845,12,Austria,8901064,AUT
2021,05,17,639,8,Austria,8901064,AUT
2021,05,16,521,9,Austria,8901064,AUT
2021,05,15,684,12,Austria,8901064,AUT
2021,05,14,636,6,Austria,8901064,AUT
2021,05,13,852,11,Austria,8901064,AUT
2021,05,12,997,21,Austria,8901064,AUT
2021,05,11,1158,6,Austria,8901064,AUT
2021,05,10,928,13,Austria,8901064,AUT
2021,05,09,745,17,Austria,8901064,AUT
2021,05,08,1062,9,Austria,8901064,AUT
2021,05,07,1155,19,Austria,8901064,AUT
2021,05,06,1385,16,Austria,8901064,AUT
2021,05,05,1394,14,Austria,8901064,AUT
2021,05,04,1726,22,Austria,8901064,AUT
2021,05,03,1448,16,Austria,8901064,AUT
2021,05,02,1109,25,Austria,8901064,AUT
2021,05,01,1540,24,Austria,8901064,AUT
2021,04,30,1667,15,Austria,8901064,AUT
2021,04,29,2119,21,Austria,8901064,AUT
2021,04,28,2157,27,Austria,8901064,AUT
2021,04,27,2272,20,Austria,8901064,AUT
2021,04,26,1917,22,Austria,8901064,AUT
2021,04,25,1592,16,Austria,8901064,AUT
2021,04,24,1898,23,Austria,8901064,AUT
2021,04,23,1972,13,Austria,8901064,AUT
2021,04,22,2484,27,Austria,8901064,AUT
2021,04,21,2618,19,Austria,8901064,AUT
2021,04,20,2531,43,Austria,8901064,AUT
2021,04,19,2092,22,Austria,8901064,AUT
2021,04,18,2015,23,Austria,8901064,AUT
2021,04,17,2033,32,Austria,8901064,AUT
2021,04,16,2366,28,Austria,8901064,AUT
2021,04,15,2356,27,Austria,8901064,AUT
2021,04,14,2738,34,Austria,8901064,AUT
2021,04,13,3179,30,Austria,8901064,AUT
2021,04,12,2242,28,Austria,8901064,AUT
2021,04,11,2059,26,Austria,8901064,AUT
2021,04,10,1965,27,Austria,8901064,AUT
2021,04,09,3459,34,Austria,8901064,AUT
2021,04,08,2509,32,Austria,8901064,AUT
2021,04,07,2871,36,Austria,8901064,AUT
2021,04,06,2850,22,Austria,8901064,AUT
2021,04,05,2009,28,Austria,8901064,AUT
2021,04,04,2332,39,Austria,8901064,AUT
2021,04,03,2819,26,Austria,8901064,AUT
2021,04,02,3307,34,Austria,8901064,AUT
2021,04,01,3093,30,Austria,8901064,AUT
2021,03,31,3394,28,Austria,8901064,AUT
2021,03,30,3136,28,Austria,8901064,AUT
2021,03,29,2797,31,Austria,8901064,AUT
2021,03,28,3232,28,Austria,8901064,AUT
2021,03,27,2647,23,Austria,8901064,AUT
2021,03,26,3303,25,Austria,8901064,AUT
2021,03,25,3216,30,Austria,8901064,AUT
2021,03,24,3446,23,Austria,8901064,AUT
2021,03,23,3540,18,Austria,8901064,AUT
2021,03,22,3022,30,Austria,8901064,AUT
2021,03,21,2439,27,Austria,8901064,AUT
2021,03,20,2690,20,Austria,8901064,AUT
2021,03,19,3650,30,Austria,8901064,AUT
2021,03,18,3222,25,Austria,8901064,AUT
2021,03,17,3520,32,Austria,8901064,AUT
2021,03,16,2872,23,Austria,8901064,AUT
2021,03,15,2759,25,Austria,8901064,AUT
2021,03,14,1908,25,Austria,8901064,AUT
2021,03,13,2525,27,Austria,8901064,AUT
2021,03,12,3033,25,Austria,8901064,AUT
2021,03,11,3055,25,Austria,8901064,AUT
2021,03,10,2871,19,Austria,8901064,AUT
2021,03,09,2412,21,Austria,8901064,AUT
2021,03,08,2523,18,Austria,8901064,AUT
2021,03,07,1947,18,Austria,8901064,AUT
2021,03,06,2246,26,Austria,8901064,AUT
2021,03,05,2763,18,Austria,8901064,AUT
2021,03,04,2350,16,Austria,8901064,AUT
2021,03,03,2399,21,Austria,8901064,AUT
2021,03,02,2453,18,Austria,8901064,AUT
2021,03,01,2192,15,Austria,8901064,AUT
2021,02,28,1401,22,Austria,8901064,AUT
2021,02,27,2224,23,Austria,8901064,AUT
2021,02,26,2496,19,Austria,8901064,AUT
2021,02,25,1889,19,Austria,8901064,AUT
2021,02,24,2445,18,Austria,8901064,AUT
2021,02,23,1967,21,Austria,8901064,AUT
2021,02,22,1890,24,Austria,8901064,AUT
2021,02,21,1225,22,Austria,8901064,AUT
2021,02,20,1657,20,Austria,8901064,AUT
2021,02,19,2092,16,Austria,8901064,AUT
2021,02,18,1708,21,Austria,8901064,AUT
2021,02,17,1900,29,Austria,8901064,AUT
2021,02,16,1657,20,Austria,8901064,AUT
2021,02,15,1499,24,Austria,8901064,AUT
2021,02,14,1168,20,Austria,8901064,AUT
2021,02,13,1171,24,Austria,8901064,AUT
2021,02,12,1268,24,Austria,8901064,AUT
2021,02,11,1563,23,Austria,8901064,AUT
2021,02,10,1668,32,Austria,8901064,AUT
2021,02,09,1470,29,Austria,8901064,AUT
2021,02,08,1232,28,Austria,8901064,AUT
2021,02,07,999,27,Austria,8901064,AUT
2021,02,06,1146,27,Austria,8901064,AUT
2021,02,05,1365,25,Austria,8901064,AUT
2021,02,04,1270,30,Austria,8901064,AUT
2021,02,03,1520,30,Austria,8901064,AUT
2021,02,02,1643,41,Austria,8901064,AUT
2021,02,01,1217,38,Austria,8901064,AUT
2021,01,31,1134,39,Austria,8901064,AUT
2021,01,30,1099,35,Austria,8901064,AUT
2021,01,29,1487,44,Austria,8901064,AUT
2021,01,28,1421,40,Austria,8901064,AUT
2021,01,27,1472,40,Austria,8901064,AUT
2021,01,26,1585,49,Austria,8901064,AUT
2021,01,25,1425,42,Austria,8901064,AUT
2021,01,24,947,34,Austria,8901064,AUT
2021,01,23,1262,54,Austria,8901064,AUT
2021,01,22,1453,36,Austria,8901064,AUT
2021,01,21,1789,52,Austria,8901064,AUT
2021,01,20,1741,35,Austria,8901064,AUT
2021,01,19,1657,39,Austria,8901064,AUT
2021,01,18,1632,51,Austria,8901064,AUT
2021,01,17,1010,42,Austria,8901064,AUT
2021,01,16,1320,51,Austria,8901064,AUT
2021,01,15,1557,52,Austria,8901064,AUT
2021,01,14,1536,48,Austria,8901064,AUT
2021,01,13,1656,58,Austria,8901064,AUT
2021,01,12,2160,56,Austria,8901064,AUT
2021,01,11,1706,58,Austria,8901064,AUT
2021,01,10,1387,48,Austria,8901064,AUT
2021,01,09,1547,31,Austria,8901064,AUT
2021,01,08,2298,47,Austria,8901064,AUT
2021,01,07,2001,59,Austria,8901064,AUT
2021,01,06,2086,54,Austria,8901064,AUT
2021,01,05,2961,48,Austria,8901064,AUT
2021,01,04,2292,64,Austria,8901064,AUT
2021,01,03,1895,45,Austria,8901064,AUT
2021,01,02,1635,53,Austria,8901064,AUT
2021,01,01,1591,51,Austria,8901064,AUT
2020,12,31,2003,58,Austria,8901064,AUT
2020,12,30,2712,67,Austria,8901064,AUT
2020,12,29,2974,50,Austria,8901064,AUT
2020,12,28,2125,73,Austria,8901064,AUT
2020,12,27,1697,45,Austria,8901064,AUT
2020,12,26,1163,80,Austria,8901064,AUT
2020,12,25,1287,54,Austria,8901064,AUT
2020,12,24,1807,69,Austria,8901064,AUT
2020,12,23,2854,77,Austria,8901064,AUT
2020,12,22,2557,82,Austria,8901064,AUT
2020,12,21,2107,64,Austria,8901064,AUT
2020,12,20,1353,72,Austria,8901064,AUT
2020,12,19,1505,70,Austria,8901064,AUT
2020,12,18,2151,85,Austria,8901064,AUT
2020,12,17,1950,91,Austria,8901064,AUT
2020,12,16,2389,87,Austria,8901064,AUT
2020,12,15,2758,84,Austria,8901064,AUT
2020,12,14,2742,97,Austria,8901064,AUT
2020,12,13,2505,87,Austria,8901064,AUT
2020,12,12,2636,77,Austria,8901064,AUT
2020,12,11,2836,117,Austria,8901064,AUT
2020,12,10,3090,103,Austria,8901064,AUT
2020,12,09,2480,111,Austria,8901064,AUT
2020,12,08,2632,101,Austria,8901064,AUT
2020,12,07,2512,115,Austria,8901064,AUT
2020,12,06,2067,93,Austria,8901064,AUT
2020,12,05,2866,108,Austria,8901064,AUT
2020,12,04,3591,115,Austria,8901064,AUT
2020,12,03,3657,123,Austria,8901064,AUT
2020,12,02,3570,117,Austria,8901064,AUT
2020,12,01,3935,121,Austria,8901064,AUT
2020,11,30,3374,113,Austria,8901064,AUT
2020,11,29,2391,102,Austria,8901064,AUT
2020,11,28,3738,109,Austria,8901064,AUT
2020,11,27,4237,110,Austria,8901064,AUT
2020,11,26,5017,105,Austria,8901064,AUT
2020,11,25,5391,110,Austria,8901064,AUT
2020,11,24,5743,96,Austria,8901064,AUT
2020,11,23,4608,105,Austria,8901064,AUT
2020,11,22,2437,87,Austria,8901064,AUT
2020,11,21,5153,103,Austria,8901064,AUT
2020,11,20,6465,112,Austria,8901064,AUT
2020,11,19,6607,102,Austria,8901064,AUT
2020,11,18,6434,83,Austria,8901064,AUT
2020,11,17,7523,96,Austria,8901064,AUT
2020,11,16,6075,92,Austria,8901064,AUT
2020,11,15,4611,81,Austria,8901064,AUT
2020,11,14,5100,83,Austria,8901064,AUT
2020,11,13,7017,93,Austria,8901064,AUT
2020,11,12,8259,81,Austria,8901064,AUT
2020,11,11,9177,76,Austria,8901064,AUT
2020,11,10,7434,64,Austria,8901064,AUT
2020,11,09,6249,74,Austria,8901064,AUT
2020,11,08,5743,51,Austria,8901064,AUT
2020,11,07,5324,69,Austria,8901064,AUT
2020,11,06,8090,43,Austria,8901064,AUT
2020,11,05,6953,59,Austria,8901064,AUT
2020,11,04,7111,55,Austria,8901064,AUT
2020,11,03,6361,53,Austria,8901064,AUT
2020,11,02,5192,38,Austria,8901064,AUT
2020,11,01,4479,32,Austria,8901064,AUT
2020,10,31,4790,47,Austria,8901064,AUT
2020,10,30,5716,36,Austria,8901064,AUT
2020,10,29,5047,36,Austria,8901064,AUT
2020,10,28,4468,32,Austria,8901064,AUT
2020,10,27,4374,28,Austria,8901064,AUT
2020,10,26,2781,25,Austria,8901064,AUT
2020,10,25,2475,18,Austria,8901064,AUT
2020,10,24,2969,12,Austria,8901064,AUT
2020,10,23,3348,12,Austria,8901064,AUT
2020,10,22,3230,19,Austria,8901064,AUT
2020,10,21,2655,18,Austria,8901064,AUT
2020,10,20,1978,12,Austria,8901064,AUT
2020,10,19,1646,11,Austria,8901064,AUT
2020,10,18,1199,8,Austria,8901064,AUT
2020,10,17,1485,16,Austria,8901064,AUT
2020,10,16,1795,8,Austria,8901064,AUT
2020,10,15,1522,6,Austria,8901064,AUT
2020,10,14,1435,6,Austria,8901064,AUT
2020,10,13,1322,5,Austria,8901064,AUT
2020,10,12,1142,9,Austria,8901064,AUT
2020,10,11,830,9,Austria,8901064,AUT
2020,10,10,1014,6,Austria,8901064,AUT
2020,10,09,1260,5,Austria,8901064,AUT
2020,10,08,1109,8,Austria,8901064,AUT
2020,10,07,1274,6,Austria,8901064,AUT
2020,10,06,1078,8,Austria,8901064,AUT
2020,10,05,927,7,Austria,8901064,AUT
2020,10,04,737,8,Austria,8901064,AUT
2020,10,03,718,4,Austria,8901064,AUT
2020,10,02,1014,5,Austria,8901064,AUT
2020,10,01,791,6,Austria,8901064,AUT
2020,09,30,853,1,Austria,8901064,AUT
2020,09,29,759,5,Austria,8901064,AUT
2020,09,28,739,1,Austria,8901064,AUT
2020,09,27,545,5,Austria,8901064,AUT
2020,09,26,591,4,Austria,8901064,AUT
2020,09,25,763,3,Austria,8901064,AUT
2020,09,24,657,3,Austria,8901064,AUT
2020,09,23,804,5,Austria,8901064,AUT
2020,09,22,719,3,Austria,8901064,AUT
2020,09,21,582,3,Austria,8901064,AUT
2020,09,20,471,4,Austria,8901064,AUT
2020,09,19,667,0,Austria,8901064,AUT
2020,09,18,874,3,Austria,8901064,AUT
2020,09,17,806,3,Austria,8901064,AUT
2020,09,16,854,4,Austria,8901064,AUT
2020,09,15,723,0,Austria,8901064,AUT
2020,09,14,820,1,Austria,8901064,AUT
2020,09,13,414,0,Austria,8901064,AUT
2020,09,12,415,2,Austria,8901064,AUT
2020,09,11,930,4,Austria,8901064,AUT
2020,09,10,598,4,Austria,8901064,AUT
2020,09,09,691,0,Austria,8901064,AUT
2020,09,08,552,1,Austria,8901064,AUT
2020,09,07,396,0,Austria,8901064,AUT
2020,09,06,367,0,Austria,8901064,AUT
2020,09,05,217,0,Austria,8901064,AUT
2020,09,04,380,2,Austria,8901064,AUT
2020,09,03,366,0,Austria,8901064,AUT
2020,09,02,429,0,Austria,8901064,AUT
2020,09,01,286,1,Austria,8901064,AUT
2020,08,31,222,1,Austria,8901064,AUT
2020,08,30,223,0,Austria,8901064,AUT
2020,08,29,237,0,Austria,8901064,AUT
2020,08,28,394,0,Austria,8901064,AUT
2020,08,27,226,0,Austria,8901064,AUT
2020,08,26,319,0,Austria,8901064,AUT
2020,08,25,301,0,Austria,8901064,AUT
2020,08,24,243,1,Austria,8901064,AUT
2020,08,23,193,0,Austria,8901064,AUT
2020,08,22,229,0,Austria,8901064,AUT
2020,08,21,302,1,Austria,8901064,AUT
2020,08,20,331,0,Austria,8901064,AUT
2020,08,19,347,1,Austria,8901064,AUT
2020,08,18,252,0,Austria,8901064,AUT
2020,08,17,259,0,Austria,8901064,AUT
2020,08,16,169,0,Austria,8901064,AUT
2020,08,15,156,0,Austria,8901064,AUT
2020,08,14,349,1,Austria,8901064,AUT
2020,08,13,251,2,Austria,8901064,AUT
2020,08,12,190,1,Austria,8901064,AUT
2020,08,11,187,2,Austria,8901064,AUT
2020,08,10,158,0,Austria,8901064,AUT
2020,08,09,72,0,Austria,8901064,AUT
2020,08,08,104,1,Austria,8901064,AUT
2020,08,07,90,1,Austria,8901064,AUT
2020,08,06,119,1,Austria,8901064,AUT
2020,08,05,159,1,Austria,8901064,AUT
2020,08,04,83,0,Austria,8901064,AUT
2020,08,03,93,0,Austria,8901064,AUT
