year,month,day,cases,deaths,country,population2000,countrycode
2022,03,02,20458,38,Denmark,5822763,DNK
2022,03,01,18561,37,Denmark,5822763,DNK
2022,02,28,16578,28,Denmark,5822763,DNK
2022,02,27,16454,46,Denmark,5822763,DNK
2022,02,26,17359,37,Denmark,5822763,DNK
2022,02,25,22784,40,Denmark,5822763,DNK
2022,02,24,25209,39,Denmark,5822763,DNK
2022,02,23,29040,47,Denmark,5822763,DNK
2022,02,22,30480,34,Denmark,5822763,DNK
2022,02,21,28883,29,Denmark,5822763,DNK
2022,02,20,25690,34,Denmark,5822763,DNK
2022,02,19,33304,28,Denmark,5822763,DNK
2022,02,18,35658,43,Denmark,5822763,DNK
2022,02,17,40600,44,Denmark,5822763,DNK
2022,02,16,42948,24,Denmark,5822763,DNK
2022,02,15,42978,30,Denmark,5822763,DNK
2022,02,14,29474,41,Denmark,5822763,DNK
2022,02,13,38323,30,Denmark,5822763,DNK
2022,02,12,44350,37,Denmark,5822763,DNK
2022,02,11,48170,24,Denmark,5822763,DNK
2022,02,10,53747,29,Denmark,5822763,DNK
2022,02,09,55120,21,Denmark,5822763,DNK
2022,02,08,49798,18,Denmark,5822763,DNK
2022,02,07,34849,28,Denmark,5822763,DNK
2022,02,06,36512,18,Denmark,5822763,DNK
2022,02,05,39190,35,Denmark,5822763,DNK
2022,02,04,40179,17,Denmark,5822763,DNK
2022,02,03,44225,21,Denmark,5822763,DNK
2022,02,02,55001,20,Denmark,5822763,DNK
2022,02,01,45366,15,Denmark,5822763,DNK
2022,01,31,29084,17,Denmark,5822763,DNK
2022,01,30,36196,21,Denmark,5822763,DNK
2022,01,29,41083,17,Denmark,5822763,DNK
2022,01,28,53655,26,Denmark,5822763,DNK
2022,01,27,51033,18,Denmark,5822763,DNK
2022,01,26,46747,21,Denmark,5822763,DNK
2022,01,25,46590,14,Denmark,5822763,DNK
2022,01,24,40348,13,Denmark,5822763,DNK
2022,01,23,42018,12,Denmark,5822763,DNK
2022,01,22,36120,25,Denmark,5822763,DNK
2022,01,21,46831,21,Denmark,5822763,DNK
2022,01,20,40626,15,Denmark,5822763,DNK
2022,01,19,38759,16,Denmark,5822763,DNK
2022,01,18,33493,14,Denmark,5822763,DNK
2022,01,17,28780,11,Denmark,5822763,DNK
2022,01,16,26169,10,Denmark,5822763,DNK
2022,01,15,25034,16,Denmark,5822763,DNK
2022,01,14,23614,15,Denmark,5822763,DNK
2022,01,13,25751,20,Denmark,5822763,DNK
2022,01,12,24343,25,Denmark,5822763,DNK
2022,01,11,22396,14,Denmark,5822763,DNK
2022,01,10,14414,9,Denmark,5822763,DNK
2022,01,08,12588,28,Denmark,5822763,DNK
2022,01,07,18261,10,Denmark,5822763,DNK
2022,01,06,25995,11,Denmark,5822763,DNK
2022,01,05,28283,15,Denmark,5822763,DNK
2022,01,04,25073,15,Denmark,5822763,DNK
2022,01,03,8801,5,Denmark,5822763,DNK
2021,12,31,18695,11,Denmark,5822763,DNK
2021,12,30,21403,9,Denmark,5822763,DNK
2021,12,29,23228,16,Denmark,5822763,DNK
2021,12,28,13000,14,Denmark,5822763,DNK
2021,12,27,16164,7,Denmark,5822763,DNK
2021,12,24,11229,14,Denmark,5822763,DNK
2021,12,23,12487,15,Denmark,5822763,DNK
2021,12,22,13386,14,Denmark,5822763,DNK
2021,12,21,13057,17,Denmark,5822763,DNK
2021,12,20,10082,8,Denmark,5822763,DNK
2021,12,19,8212,9,Denmark,5822763,DNK
2021,12,18,8594,13,Denmark,5822763,DNK
2021,12,17,11194,3,Denmark,5822763,DNK
2021,12,16,9999,12,Denmark,5822763,DNK
2021,12,15,8773,9,Denmark,5822763,DNK
2021,12,14,8314,7,Denmark,5822763,DNK
2021,12,13,7799,9,Denmark,5822763,DNK
2021,12,12,5989,9,Denmark,5822763,DNK
2021,12,11,5606,9,Denmark,5822763,DNK
2021,12,10,6599,13,Denmark,5822763,DNK
2021,12,09,6985,11,Denmark,5822763,DNK
2021,12,08,6629,7,Denmark,5822763,DNK
2021,12,07,6324,9,Denmark,5822763,DNK
2021,12,06,7146,10,Denmark,5822763,DNK
2021,12,05,3026,7,Denmark,5822763,DNK
2021,12,04,4325,12,Denmark,5822763,DNK
2021,12,03,4559,15,Denmark,5822763,DNK
2021,12,02,4680,3,Denmark,5822763,DNK
2021,12,01,5120,14,Denmark,5822763,DNK
2021,11,30,4148,12,Denmark,5822763,DNK
2021,11,29,4326,11,Denmark,5822763,DNK
2021,11,28,4290,9,Denmark,5822763,DNK
2021,11,27,3744,13,Denmark,5822763,DNK
2021,11,26,4076,9,Denmark,5822763,DNK
2021,11,25,4390,12,Denmark,5822763,DNK
2021,11,24,4426,9,Denmark,5822763,DNK
2021,11,23,4199,4,Denmark,5822763,DNK
2021,11,22,3711,6,Denmark,5822763,DNK
2021,11,21,3415,3,Denmark,5822763,DNK
2021,11,20,3795,10,Denmark,5822763,DNK
2021,11,19,4070,5,Denmark,5822763,DNK
2021,11,18,4013,6,Denmark,5822763,DNK
2021,11,17,3907,5,Denmark,5822763,DNK
2021,11,16,3899,9,Denmark,5822763,DNK
2021,11,15,3670,5,Denmark,5822763,DNK
2021,11,14,3223,7,Denmark,5822763,DNK
2021,11,13,2948,7,Denmark,5822763,DNK
2021,11,12,4585,4,Denmark,5822763,DNK
2021,11,11,2132,4,Denmark,5822763,DNK
2021,11,10,3017,3,Denmark,5822763,DNK
2021,11,09,2562,2,Denmark,5822763,DNK
2021,11,08,2294,2,Denmark,5822763,DNK
2021,11,07,2416,3,Denmark,5822763,DNK
2021,11,06,2097,10,Denmark,5822763,DNK
2021,11,05,2251,3,Denmark,5822763,DNK
2021,11,04,2598,5,Denmark,5822763,DNK
2021,11,03,1978,1,Denmark,5822763,DNK
2021,11,02,1981,0,Denmark,5822763,DNK
2021,11,01,1457,2,Denmark,5822763,DNK
2021,10,31,1532,1,Denmark,5822763,DNK
2021,10,30,1671,4,Denmark,5822763,DNK
2021,10,29,1784,0,Denmark,5822763,DNK
2021,10,28,1847,1,Denmark,5822763,DNK
2021,10,27,1871,5,Denmark,5822763,DNK
2021,10,26,1253,4,Denmark,5822763,DNK
2021,10,25,1411,0,Denmark,5822763,DNK
2021,10,24,1349,2,Denmark,5822763,DNK
2021,10,23,1262,1,Denmark,5822763,DNK
2021,10,22,1270,0,Denmark,5822763,DNK
2021,10,21,1247,2,Denmark,5822763,DNK
2021,10,20,1127,4,Denmark,5822763,DNK
2021,10,19,756,2,Denmark,5822763,DNK
2021,10,18,752,3,Denmark,5822763,DNK
2021,10,17,591,5,Denmark,5822763,DNK
2021,10,16,753,1,Denmark,5822763,DNK
2021,10,15,700,3,Denmark,5822763,DNK
2021,10,14,767,2,Denmark,5822763,DNK
2021,10,13,789,0,Denmark,5822763,DNK
2021,10,12,587,3,Denmark,5822763,DNK
2021,10,11,564,2,Denmark,5822763,DNK
2021,10,10,544,0,Denmark,5822763,DNK
2021,10,09,618,0,Denmark,5822763,DNK
2021,10,08,670,1,Denmark,5822763,DNK
2021,10,07,607,3,Denmark,5822763,DNK
2021,10,06,573,1,Denmark,5822763,DNK
2021,10,05,477,0,Denmark,5822763,DNK
2021,10,04,380,1,Denmark,5822763,DNK
2021,10,03,368,0,Denmark,5822763,DNK
2021,10,02,426,4,Denmark,5822763,DNK
2021,10,01,441,3,Denmark,5822763,DNK
2021,09,30,427,2,Denmark,5822763,DNK
2021,09,29,542,2,Denmark,5822763,DNK
2021,09,28,457,6,Denmark,5822763,DNK
2021,09,27,333,4,Denmark,5822763,DNK
2021,09,26,353,2,Denmark,5822763,DNK
2021,09,25,358,0,Denmark,5822763,DNK
2021,09,24,382,2,Denmark,5822763,DNK
2021,09,23,341,4,Denmark,5822763,DNK
2021,09,22,346,1,Denmark,5822763,DNK
2021,09,21,344,3,Denmark,5822763,DNK
2021,09,20,268,2,Denmark,5822763,DNK
2021,09,19,252,3,Denmark,5822763,DNK
2021,09,18,325,3,Denmark,5822763,DNK
2021,09,17,324,3,Denmark,5822763,DNK
2021,09,16,313,2,Denmark,5822763,DNK
2021,09,15,370,3,Denmark,5822763,DNK
2021,09,14,425,0,Denmark,5822763,DNK
2021,09,13,263,3,Denmark,5822763,DNK
2021,09,12,434,0,Denmark,5822763,DNK
2021,09,11,386,3,Denmark,5822763,DNK
2021,09,10,557,4,Denmark,5822763,DNK
2021,09,09,591,5,Denmark,5822763,DNK
2021,09,08,514,5,Denmark,5822763,DNK
2021,09,07,451,2,Denmark,5822763,DNK
2021,09,06,461,2,Denmark,5822763,DNK
2021,09,05,632,0,Denmark,5822763,DNK
2021,09,04,438,3,Denmark,5822763,DNK
2021,09,03,697,3,Denmark,5822763,DNK
2021,09,02,694,0,Denmark,5822763,DNK
2021,09,01,825,0,Denmark,5822763,DNK
2021,08,31,843,4,Denmark,5822763,DNK
2021,08,30,762,0,Denmark,5822763,DNK
2021,08,29,737,3,Denmark,5822763,DNK
2021,08,28,877,1,Denmark,5822763,DNK
2021,08,27,925,3,Denmark,5822763,DNK
2021,08,26,982,2,Denmark,5822763,DNK
2021,08,25,987,3,Denmark,5822763,DNK
2021,08,24,1340,1,Denmark,5822763,DNK
2021,08,23,774,1,Denmark,5822763,DNK
2021,08,22,720,2,Denmark,5822763,DNK
2021,08,21,1024,1,Denmark,5822763,DNK
2021,08,20,923,1,Denmark,5822763,DNK
2021,08,19,984,0,Denmark,5822763,DNK
2021,08,18,1193,0,Denmark,5822763,DNK
2021,08,17,886,2,Denmark,5822763,DNK
2021,08,16,959,0,Denmark,5822763,DNK
2021,08,15,850,1,Denmark,5822763,DNK
2021,08,14,917,1,Denmark,5822763,DNK
2021,08,13,1038,3,Denmark,5822763,DNK
2021,08,12,1085,1,Denmark,5822763,DNK
2021,08,11,1162,0,Denmark,5822763,DNK
2021,08,10,1004,2,Denmark,5822763,DNK
2021,08,09,935,0,Denmark,5822763,DNK
2021,08,08,821,0,Denmark,5822763,DNK
2021,08,07,946,0,Denmark,5822763,DNK
2021,08,06,865,0,Denmark,5822763,DNK
2021,08,05,932,2,Denmark,5822763,DNK
2021,08,04,927,0,Denmark,5822763,DNK
2021,08,03,810,0,Denmark,5822763,DNK
2021,08,02,785,1,Denmark,5822763,DNK
2021,08,01,893,0,Denmark,5822763,DNK
2021,07,31,739,1,Denmark,5822763,DNK
2021,07,30,1085,0,Denmark,5822763,DNK
2021,07,29,848,1,Denmark,5822763,DNK
2021,07,28,1284,1,Denmark,5822763,DNK
2021,07,27,559,3,Denmark,5822763,DNK
2021,07,26,772,1,Denmark,5822763,DNK
2021,07,25,644,0,Denmark,5822763,DNK
2021,07,24,749,0,Denmark,5822763,DNK
2021,07,23,707,0,Denmark,5822763,DNK
2021,07,22,805,0,Denmark,5822763,DNK
2021,07,21,851,0,Denmark,5822763,DNK
2021,07,20,820,0,Denmark,5822763,DNK
2021,07,19,844,0,Denmark,5822763,DNK
2021,07,18,641,0,Denmark,5822763,DNK
2021,07,17,1030,1,Denmark,5822763,DNK
2021,07,16,960,1,Denmark,5822763,DNK
2021,07,15,1141,1,Denmark,5822763,DNK
2021,07,14,1202,0,Denmark,5822763,DNK
2021,07,13,1055,0,Denmark,5822763,DNK
2021,07,12,848,0,Denmark,5822763,DNK
2021,07,11,609,0,Denmark,5822763,DNK
2021,07,10,520,1,Denmark,5822763,DNK
2021,07,09,551,0,Denmark,5822763,DNK
2021,07,08,658,0,Denmark,5822763,DNK
2021,07,07,689,0,Denmark,5822763,DNK
2021,07,06,542,1,Denmark,5822763,DNK
2021,07,05,337,0,Denmark,5822763,DNK
2021,07,04,392,0,Denmark,5822763,DNK
2021,07,03,447,1,Denmark,5822763,DNK
2021,07,02,326,1,Denmark,5822763,DNK
2021,07,01,475,1,Denmark,5822763,DNK
2021,06,30,340,0,Denmark,5822763,DNK
2021,06,29,243,1,Denmark,5822763,DNK
2021,06,28,151,1,Denmark,5822763,DNK
2021,06,27,174,1,Denmark,5822763,DNK
2021,06,26,195,0,Denmark,5822763,DNK
2021,06,25,222,0,Denmark,5822763,DNK
2021,06,24,173,0,Denmark,5822763,DNK
2021,06,23,223,0,Denmark,5822763,DNK
2021,06,22,155,0,Denmark,5822763,DNK
2021,06,21,149,1,Denmark,5822763,DNK
2021,06,20,189,0,Denmark,5822763,DNK
2021,06,19,243,2,Denmark,5822763,DNK
2021,06,18,203,0,Denmark,5822763,DNK
2021,06,17,331,1,Denmark,5822763,DNK
2021,06,16,353,0,Denmark,5822763,DNK
2021,06,15,222,1,Denmark,5822763,DNK
2021,06,14,237,1,Denmark,5822763,DNK
2021,06,13,315,0,Denmark,5822763,DNK
2021,06,12,437,2,Denmark,5822763,DNK
2021,06,11,418,1,Denmark,5822763,DNK
2021,06,10,475,2,Denmark,5822763,DNK
2021,06,09,904,0,Denmark,5822763,DNK
2021,06,08,377,0,Denmark,5822763,DNK
2021,06,07,459,2,Denmark,5822763,DNK
2021,06,06,853,0,Denmark,5822763,DNK
2021,06,05,592,1,Denmark,5822763,DNK
2021,06,04,927,0,Denmark,5822763,DNK
2021,06,03,1028,1,Denmark,5822763,DNK
2021,06,02,954,0,Denmark,5822763,DNK
2021,06,01,908,0,Denmark,5822763,DNK
2021,05,31,844,0,Denmark,5822763,DNK
2021,05,30,949,0,Denmark,5822763,DNK
2021,05,29,1038,4,Denmark,5822763,DNK
2021,05,28,997,1,Denmark,5822763,DNK
2021,05,27,1119,0,Denmark,5822763,DNK
2021,05,26,1073,1,Denmark,5822763,DNK
2021,05,25,794,1,Denmark,5822763,DNK
2021,05,24,919,1,Denmark,5822763,DNK
2021,05,23,835,1,Denmark,5822763,DNK
2021,05,22,751,1,Denmark,5822763,DNK
2021,05,21,1351,0,Denmark,5822763,DNK
2021,05,20,1214,1,Denmark,5822763,DNK
2021,05,19,1088,2,Denmark,5822763,DNK
2021,05,18,916,0,Denmark,5822763,DNK
2021,05,17,836,1,Denmark,5822763,DNK
2021,05,16,964,0,Denmark,5822763,DNK
2021,05,15,1074,3,Denmark,5822763,DNK
2021,05,14,951,0,Denmark,5822763,DNK
2021,05,13,1355,0,Denmark,5822763,DNK
2021,05,12,1246,0,Denmark,5822763,DNK
2021,05,11,925,2,Denmark,5822763,DNK
2021,05,10,932,0,Denmark,5822763,DNK
2021,05,09,874,0,Denmark,5822763,DNK
2021,05,08,677,2,Denmark,5822763,DNK
2021,05,07,1023,2,Denmark,5822763,DNK
2021,05,06,1012,1,Denmark,5822763,DNK
2021,05,05,988,1,Denmark,5822763,DNK
2021,05,04,809,1,Denmark,5822763,DNK
2021,05,03,761,0,Denmark,5822763,DNK
2021,05,02,867,1,Denmark,5822763,DNK
2021,05,01,617,4,Denmark,5822763,DNK
2021,04,30,874,2,Denmark,5822763,DNK
2021,04,29,769,2,Denmark,5822763,DNK
2021,04,28,835,2,Denmark,5822763,DNK
2021,04,27,624,2,Denmark,5822763,DNK
2021,04,26,704,2,Denmark,5822763,DNK
2021,04,25,612,1,Denmark,5822763,DNK
2021,04,24,547,2,Denmark,5822763,DNK
2021,04,23,702,5,Denmark,5822763,DNK
2021,04,22,893,2,Denmark,5822763,DNK
2021,04,21,803,2,Denmark,5822763,DNK
2021,04,20,691,4,Denmark,5822763,DNK
2021,04,19,741,4,Denmark,5822763,DNK
2021,04,18,902,3,Denmark,5822763,DNK
2021,04,17,724,0,Denmark,5822763,DNK
2021,04,16,677,3,Denmark,5822763,DNK
2021,04,15,798,2,Denmark,5822763,DNK
2021,04,14,663,1,Denmark,5822763,DNK
2021,04,13,563,3,Denmark,5822763,DNK
2021,04,12,514,2,Denmark,5822763,DNK
2021,04,11,691,2,Denmark,5822763,DNK
2021,04,10,755,3,Denmark,5822763,DNK
2021,04,09,698,0,Denmark,5822763,DNK
2021,04,08,717,1,Denmark,5822763,DNK
2021,04,07,614,3,Denmark,5822763,DNK
2021,04,06,520,2,Denmark,5822763,DNK
2021,04,05,479,1,Denmark,5822763,DNK
2021,04,04,600,1,Denmark,5822763,DNK
2021,04,03,745,4,Denmark,5822763,DNK
2021,04,02,708,1,Denmark,5822763,DNK
2021,04,01,662,4,Denmark,5822763,DNK
2021,03,31,701,2,Denmark,5822763,DNK
2021,03,30,1210,2,Denmark,5822763,DNK
2021,03,29,679,1,Denmark,5822763,DNK
2021,03,28,964,1,Denmark,5822763,DNK
2021,03,27,416,2,Denmark,5822763,DNK
2021,03,26,789,2,Denmark,5822763,DNK
2021,03,25,814,5,Denmark,5822763,DNK
2021,03,24,-2001,1,Denmark,5822763,DNK
2021,03,23,754,1,Denmark,5822763,DNK
2021,03,22,772,2,Denmark,5822763,DNK
2021,03,21,657,1,Denmark,5822763,DNK
2021,03,20,590,2,Denmark,5822763,DNK
2021,03,19,843,0,Denmark,5822763,DNK
2021,03,18,786,1,Denmark,5822763,DNK
2021,03,17,787,1,Denmark,5822763,DNK
2021,03,16,771,2,Denmark,5822763,DNK
2021,03,15,612,2,Denmark,5822763,DNK
2021,03,14,541,1,Denmark,5822763,DNK
2021,03,13,613,3,Denmark,5822763,DNK
2021,03,12,645,3,Denmark,5822763,DNK
2021,03,11,862,2,Denmark,5822763,DNK
2021,03,10,2007,1,Denmark,5822763,DNK
2021,03,09,527,0,Denmark,5822763,DNK
2021,03,08,425,2,Denmark,5822763,DNK
2021,03,07,513,2,Denmark,5822763,DNK
2021,03,06,394,0,Denmark,5822763,DNK
2021,03,05,614,3,Denmark,5822763,DNK
2021,03,04,520,4,Denmark,5822763,DNK
2021,03,03,574,3,Denmark,5822763,DNK
2021,03,02,532,2,Denmark,5822763,DNK
2021,03,01,497,4,Denmark,5822763,DNK
2021,02,28,463,3,Denmark,5822763,DNK
2021,02,27,520,5,Denmark,5822763,DNK
2021,02,26,530,2,Denmark,5822763,DNK
2021,02,25,603,6,Denmark,5822763,DNK
2021,02,24,523,2,Denmark,5822763,DNK
2021,02,23,529,0,Denmark,5822763,DNK
2021,02,22,450,5,Denmark,5822763,DNK
2021,02,21,496,5,Denmark,5822763,DNK
2021,02,20,464,6,Denmark,5822763,DNK
2021,02,19,552,8,Denmark,5822763,DNK
2021,02,18,468,3,Denmark,5822763,DNK
2021,02,17,414,8,Denmark,5822763,DNK
2021,02,16,384,7,Denmark,5822763,DNK
2021,02,15,437,9,Denmark,5822763,DNK
2021,02,14,295,8,Denmark,5822763,DNK
2021,02,13,274,4,Denmark,5822763,DNK
2021,02,12,428,11,Denmark,5822763,DNK
2021,02,11,478,14,Denmark,5822763,DNK
2021,02,10,470,11,Denmark,5822763,DNK
2021,02,09,366,28,Denmark,5822763,DNK
2021,02,08,430,0,Denmark,5822763,DNK
2021,02,07,435,1,Denmark,5822763,DNK
2021,02,06,413,14,Denmark,5822763,DNK
2021,02,05,438,17,Denmark,5822763,DNK
2021,02,04,553,14,Denmark,5822763,DNK
2021,02,03,425,10,Denmark,5822763,DNK
2021,02,02,397,15,Denmark,5822763,DNK
2021,02,01,488,20,Denmark,5822763,DNK
2021,01,31,377,19,Denmark,5822763,DNK
2021,01,30,431,22,Denmark,5822763,DNK
2021,01,29,456,13,Denmark,5822763,DNK
2021,01,28,668,21,Denmark,5822763,DNK
2021,01,27,592,20,Denmark,5822763,DNK
2021,01,26,652,20,Denmark,5822763,DNK
2021,01,25,625,27,Denmark,5822763,DNK
2021,01,24,754,14,Denmark,5822763,DNK
2021,01,23,879,28,Denmark,5822763,DNK
2021,01,22,773,32,Denmark,5822763,DNK
2021,01,21,760,37,Denmark,5822763,DNK
2021,01,20,886,35,Denmark,5822763,DNK
2021,01,19,724,32,Denmark,5822763,DNK
2021,01,18,807,30,Denmark,5822763,DNK
2021,01,17,889,28,Denmark,5822763,DNK
2021,01,16,879,27,Denmark,5822763,DNK
2021,01,15,659,17,Denmark,5822763,DNK
2021,01,14,1502,43,Denmark,5822763,DNK
2021,01,13,1358,37,Denmark,5822763,DNK
2021,01,12,1076,26,Denmark,5822763,DNK
2021,01,11,1239,27,Denmark,5822763,DNK
2021,01,10,1246,28,Denmark,5822763,DNK
2021,01,09,1743,25,Denmark,5822763,DNK
2021,01,08,1660,30,Denmark,5822763,DNK
2021,01,07,1842,37,Denmark,5822763,DNK
2021,01,06,2216,30,Denmark,5822763,DNK
2021,01,05,1992,31,Denmark,5822763,DNK
2021,01,04,2076,15,Denmark,5822763,DNK
2021,01,03,1170,29,Denmark,5822763,DNK
2021,01,02,1611,23,Denmark,5822763,DNK
2021,01,01,2451,24,Denmark,5822763,DNK
2020,12,31,2249,42,Denmark,5822763,DNK
2020,12,30,2783,30,Denmark,5822763,DNK
2020,12,29,2621,22,Denmark,5822763,DNK
2020,12,28,2479,30,Denmark,5822763,DNK
2020,12,27,2180,21,Denmark,5822763,DNK
2020,12,26,1834,19,Denmark,5822763,DNK
2020,12,25,2992,20,Denmark,5822763,DNK
2020,12,24,2869,18,Denmark,5822763,DNK
2020,12,23,3297,26,Denmark,5822763,DNK
2020,12,22,2543,17,Denmark,5822763,DNK
2020,12,21,3198,18,Denmark,5822763,DNK
2020,12,20,2828,16,Denmark,5822763,DNK
2020,12,19,3285,12,Denmark,5822763,DNK
2020,12,18,4508,15,Denmark,5822763,DNK
2020,12,17,4034,17,Denmark,5822763,DNK
2020,12,16,3692,14,Denmark,5822763,DNK
2020,12,15,2992,11,Denmark,5822763,DNK
2020,12,14,3337,9,Denmark,5822763,DNK
2020,12,13,2642,6,Denmark,5822763,DNK
2020,12,12,3552,8,Denmark,5822763,DNK
2020,12,11,3075,9,Denmark,5822763,DNK
2020,12,10,3132,14,Denmark,5822763,DNK
2020,12,09,2558,3,Denmark,5822763,DNK
2020,12,08,2150,7,Denmark,5822763,DNK
2020,12,07,2046,9,Denmark,5822763,DNK
2020,12,06,1745,7,Denmark,5822763,DNK
2020,12,05,2115,11,Denmark,5822763,DNK
2020,12,04,1603,9,Denmark,5822763,DNK
2020,12,03,1605,6,Denmark,5822763,DNK
2020,12,02,1586,6,Denmark,5822763,DNK
2020,12,01,1468,9,Denmark,5822763,DNK
2020,11,30,1129,8,Denmark,5822763,DNK
2020,11,29,998,6,Denmark,5822763,DNK
2020,11,28,1636,7,Denmark,5822763,DNK
2020,11,27,1323,5,Denmark,5822763,DNK
2020,11,26,1191,9,Denmark,5822763,DNK
2020,11,25,1183,5,Denmark,5822763,DNK
2020,11,24,1367,8,Denmark,5822763,DNK
2020,11,23,1169,5,Denmark,5822763,DNK
2020,11,22,850,3,Denmark,5822763,DNK
2020,11,21,1273,3,Denmark,5822763,DNK
2020,11,20,1257,5,Denmark,5822763,DNK
2020,11,19,1297,3,Denmark,5822763,DNK
2020,11,18,1257,2,Denmark,5822763,DNK
2020,11,17,1220,4,Denmark,5822763,DNK
2020,11,16,1195,4,Denmark,5822763,DNK
2020,11,15,1058,3,Denmark,5822763,DNK
2020,11,14,1078,1,Denmark,5822763,DNK
2020,11,13,1037,1,Denmark,5822763,DNK
2020,11,12,1011,2,Denmark,5822763,DNK
2020,11,11,994,3,Denmark,5822763,DNK
2020,11,10,1066,3,Denmark,5822763,DNK
2020,11,09,771,4,Denmark,5822763,DNK
2020,11,08,891,3,Denmark,5822763,DNK
2020,11,07,1050,2,Denmark,5822763,DNK
2020,11,06,1427,5,Denmark,5822763,DNK
2020,11,05,1223,4,Denmark,5822763,DNK
2020,11,04,936,1,Denmark,5822763,DNK
2020,11,03,1353,4,Denmark,5822763,DNK
2020,11,02,942,1,Denmark,5822763,DNK
2020,11,01,948,2,Denmark,5822763,DNK
2020,10,31,1126,2,Denmark,5822763,DNK
2020,10,30,1191,3,Denmark,5822763,DNK
2020,10,29,860,1,Denmark,5822763,DNK
2020,10,28,1017,6,Denmark,5822763,DNK
2020,10,27,745,1,Denmark,5822763,DNK
2020,10,26,1056,6,Denmark,5822763,DNK
2020,10,25,945,2,Denmark,5822763,DNK
2020,10,24,789,3,Denmark,5822763,DNK
2020,10,23,859,3,Denmark,5822763,DNK
2020,10,22,760,4,Denmark,5822763,DNK
2020,10,21,630,2,Denmark,5822763,DNK
2020,10,20,529,2,Denmark,5822763,DNK
2020,10,19,452,6,Denmark,5822763,DNK
2020,10,18,451,1,Denmark,5822763,DNK
2020,10,17,500,2,Denmark,5822763,DNK
2020,10,16,418,0,Denmark,5822763,DNK
2020,10,15,430,2,Denmark,5822763,DNK
2020,10,14,492,1,Denmark,5822763,DNK
2020,10,13,290,3,Denmark,5822763,DNK
2020,10,12,389,2,Denmark,5822763,DNK
2020,10,11,340,2,Denmark,5822763,DNK
2020,10,10,444,2,Denmark,5822763,DNK
2020,10,09,482,0,Denmark,5822763,DNK
2020,10,08,446,2,Denmark,5822763,DNK
2020,10,07,331,0,Denmark,5822763,DNK
2020,10,06,322,4,Denmark,5822763,DNK
2020,10,05,377,1,Denmark,5822763,DNK
2020,10,04,378,4,Denmark,5822763,DNK
2020,10,03,370,2,Denmark,5822763,DNK
2020,10,02,536,1,Denmark,5822763,DNK
2020,10,01,398,1,Denmark,5822763,DNK
2020,09,30,534,0,Denmark,5822763,DNK
2020,09,29,392,1,Denmark,5822763,DNK
2020,09,28,435,0,Denmark,5822763,DNK
2020,09,27,424,1,Denmark,5822763,DNK
2020,09,26,619,1,Denmark,5822763,DNK
2020,09,25,678,2,Denmark,5822763,DNK
2020,09,24,559,2,Denmark,5822763,DNK
2020,09,23,558,2,Denmark,5822763,DNK
2020,09,22,476,1,Denmark,5822763,DNK
2020,09,21,418,2,Denmark,5822763,DNK
2020,09,20,469,3,Denmark,5822763,DNK
2020,09,19,589,0,Denmark,5822763,DNK
2020,09,18,454,0,Denmark,5822763,DNK
2020,09,17,453,1,Denmark,5822763,DNK
2020,09,16,369,1,Denmark,5822763,DNK
2020,09,15,334,0,Denmark,5822763,DNK
2020,09,14,347,2,Denmark,5822763,DNK
2020,09,13,333,1,Denmark,5822763,DNK
2020,09,12,341,1,Denmark,5822763,DNK
2020,09,11,292,0,Denmark,5822763,DNK
2020,09,10,317,1,Denmark,5822763,DNK
2020,09,09,251,0,Denmark,5822763,DNK
2020,09,08,243,0,Denmark,5822763,DNK
2020,09,07,230,1,Denmark,5822763,DNK
2020,09,06,147,0,Denmark,5822763,DNK
2020,09,05,189,0,Denmark,5822763,DNK
2020,09,04,173,1,Denmark,5822763,DNK
2020,09,03,179,0,Denmark,5822763,DNK
2020,09,02,111,1,Denmark,5822763,DNK
2020,09,01,99,1,Denmark,5822763,DNK
2020,08,31,94,0,Denmark,5822763,DNK
2020,08,30,112,0,Denmark,5822763,DNK
2020,08,29,79,0,Denmark,5822763,DNK
2020,08,28,73,0,Denmark,5822763,DNK
2020,08,27,90,1,Denmark,5822763,DNK
2020,08,26,57,0,Denmark,5822763,DNK
2020,08,25,83,0,Denmark,5822763,DNK
2020,08,24,80,1,Denmark,5822763,DNK
2020,08,23,78,0,Denmark,5822763,DNK
2020,08,22,112,1,Denmark,5822763,DNK
2020,08,21,71,0,Denmark,5822763,DNK
2020,08,20,116,0,Denmark,5822763,DNK
2020,08,19,85,0,Denmark,5822763,DNK
2020,08,18,115,0,Denmark,5822763,DNK
2020,08,17,123,0,Denmark,5822763,DNK
2020,08,16,134,0,Denmark,5822763,DNK
2020,08,15,104,0,Denmark,5822763,DNK
2020,08,14,165,0,Denmark,5822763,DNK
2020,08,13,144,0,Denmark,5822763,DNK
2020,08,12,111,0,Denmark,5822763,DNK
2020,08,11,144,1,Denmark,5822763,DNK
2020,08,10,373,3,Denmark,5822763,DNK
2020,08,09,0,0,Denmark,5822763,DNK
2020,08,08,0,0,Denmark,5822763,DNK
2020,08,07,136,0,Denmark,5822763,DNK
2020,08,06,121,1,Denmark,5822763,DNK
2020,08,05,112,0,Denmark,5822763,DNK
2020,08,04,77,0,Denmark,5822763,DNK
2020,08,03,207,1,Denmark,5822763,DNK
