"Name","City","Country","Domes","Status","EPN Inclusion","Station Log","OperationalCentre","TectonicPlate","Latitude","Longitude","Elevation","X","Y","Z","IGS","ITRF2014","IGS14"
"TAR000ESP","Tarifa","Spain","19350M002","A","2019-09-15","tar000esp_20200326.log","IGE","EURASIAN","36.0086","-5.6024","67.5","5140822.00","-504276.00","3728999.00","","",""
"TERC00PRT","Angra do Heroismo","Portugal","31909M001","A","2010-01-03","terc00prt_20190410.log","DSCIG","EURASIAN","38.7190","-27.1530","406.9","4434022.31","-2274181.40","3968279.94","","ITRF2014",""
"TERS00NLD","West-Terschelling","Netherlands","13534M001","A","1999-06-20","ters00nld_20190916.log","DUT","EURASIAN","53.3627","5.2194","56.1","3798580.87","346993.83","5094780.82","","ITRF2014",""
"TERU00ESP","Teruel","Spain","13487M001","A","2008-09-28","teru00esp_20191202.log","IGE","EURASIAN","40.3505","-1.1243","956.2","4867391.68","-95523.89","4108341.28","","",""
"TIT200DEU","Titz","Germany","14278M002","A","2019-12-15","tit200deu_20200311.log","BKG","EURASIAN","51.0352","6.4316","156.1","3993787.26","450203.89","4936131.69","IGS","",""
"TLL100IRL","Dublin","Ireland","13630M002","A","2019-02-17","tll100irl_20200213.log","OSI","EURASIAN","53.2915","-6.3635","163.2","3797282.48","-423484.68","5090128.47","","",""
"TLMF00FRA","Toulouse","France","10003M010","A","2010-03-28","tlmf00fra_20190313.log","IGN_RGP","EURASIAN","43.5746","1.3751","220.9","4627009.80","111069.40","4374123.00","","",""
"TLSE00FRA","Toulouse","France","10003M009","A","2001-03-18","tlse00fra_20200220.log","CNES","EURASIAN","43.5607","1.4809","207.2","4627851.90","119638.55","4372993.54","IGS","ITRF2014","IGS14"
"TOIL00EST","Toila","Estonia","10605S001","A","2008-04-27","toil00est_20190930.log","ELB","EURASIAN","59.4220","27.5366","76.7","2884257.58","1503793.89","5468067.78","","",""
"TOR100ESP","TORREJON DE ARDOZ","Spain","17018M001","A","2019-09-15","tor100esp_20190416.log","ESSP","EURASIAN","40.4727","-3.4524","661.0","4850488.18","-292626.01","4118482.21","","",""
"TOR200EST","Tõravere","Estonia","10602M001","A","2012-01-29","tor200est_20190930.log","ELB","EURASIAN","58.2647","26.4616","96.2","3010734.09","1498576.82","5401387.34","","",""
"TORI00ITA","Torino","Italy","12724M002","A","1999-01-31","tori00ita_20191022.log","POLITO","EURASIAN","45.0634","7.6613","310.7","4472544.44","601634.23","4492545.11","","ITRF2014",""
"TORN00FIN","Tornio","Finland","10530M001","A","2018-10-28","torn00fin_20191028.log","FGI","EURASIAN","66.0776","24.3320","70.7","2363238.07","1068632.51","5807526.19","","",""
"TRDS00NOR","Trondheim","Norway","10331M001","A","2000-12-10","trds00nor_20200131.log","NMA","EURASIAN","63.3714","10.3192","317.7","2820171.11","513485.91","5678935.75","","ITRF2014",""
"TRF200AUT","Pernitz","Austria","11047M002","A","2008-10-05","trf200aut_20200204.log","BEV","EURASIAN","47.9280","15.8589","1092.2","4119400.00","1170248.00","4712324.00","","",""
"TRO100NOR","Tromsoe","Norway","10302M006","A","1998-05-03","tro100nor_20200131.log","NMA","EURASIAN","69.6627","18.9396","138.0","2102929.00","721619.00","5958196.00","IGS","ITRF2014","IGS14"
"TUBI00TUR","Gebze","Turkey","20806M001","A","1999-08-08","tubi00tur_20190405.log","TUBITAK","EURASIAN","40.7867","29.4507","221.8","4211318.52","2377865.76","4144664.46","IGS","ITRF2014",""
"TUBO00CZE","Brno","Czech Republic","11503M001","A","2001-09-23","tubo00cze_20190417.log","GOP","EURASIAN","49.2059","16.5928","324.4","4001470.40","1192345.50","4805795.60","","",""
"TUC200GRC","Chania","Greece","12617M003","A","2004-10-24","tuc200grc_20190329.log","TUC","EURASIAN","35.5332","24.0706","161.0","4744543.85","2119411.87","3686258.94","","ITRF2014",""
"TUO200FIN","Kaarina","Finland","10521M002","A","2018-10-28","tuo200fin_20191025.log","FGI","EURASIAN","60.4158","22.4433","59.4","2917812.77","1205216.52","5523549.06","","",""
"UCAG00ITA","Cagliari","Italy","12702M003","A","2015-08-09","ucag00ita_20200326.log","ASI","EURASIAN","39.2280","9.1101","132.5","4885051.54","783345.18","4012042.31","","",""
"UME600SWE","Umea","Sweden","10442M002","A","2014-06-22","ume600swe_20191105.log","LMV","EURASIAN","63.5781","19.5095","55.1","2682409.98","950391.38","5688993.58","","",""
"UNPG00ITA","Perugia","Italy","12752M001","A","1999-01-31","unpg00ita_20190718.log","UNPG","EURASIAN","43.1194","12.3557","351.2","4555146.16","997822.21","4337432.55","","ITRF2014",""
"UNTR00ITA","Terni","Italy","12785M001","A","2007-03-04","untr00ita_20200124.log","UNPG","EURASIAN","42.5587","12.6738","219.3","4590764.88","1032366.65","4291666.31","","",""
"USAL00ITA","Lecce","Italy","19527M001","A","2010-06-13","usal00ita_20180726.log","ASI","EURASIAN","40.3349","18.1115","66.6","4627539.84","1513540.02","4106446.89","","",""
"USDL00POL","Ustrzyki Dolne","Poland","12229M001","A","2008-06-08","usdl00pol_20190830.log","ASGEUPOS","EURASIAN","49.4329","22.5858","529.9","3837558.00","1596303.00","4822410.00","","",""
"VAA200FIN","Vaasa","Finland","10511M002","A","2017-04-02","vaa200fin_20191028.log","FGI","EURASIAN","62.9612","21.7706","58.4","2699867.81","1078261.64","5658064.00","","",""
"VAAS00FIN","Vaasa","Finland","10511M001","A","1996-11-03","vaas00fin_20191028.log","FGI","EURASIAN","62.9612","21.7706","58.5","2699865.00","1078264.00","5658065.00","","ITRF2014",""
"VACO00CZE","Vacov","Czech Republic","11516M001","A","2005-04-24","vaco00cze_20200219.log","IRSM","EURASIAN","49.1338","13.7242","799.4","4062326.00","992104.50","4800911.20","","ITRF2014",""
"VAE600SWE","Vanersborg","Sweden","10443M002","A","2014-06-22","vae600swe_20191105.log","LMV","EURASIAN","58.6932","12.0351","169.8","3249402.75","692761.95","5426399.89","","",""
"VALA00ESP","Valladolid","Spain","13463M002","A","2008-04-20","vala00esp_20190806.log","ITACYL","EURASIAN","41.7025","-4.7083","765.9","4753521.68","-391505.62","4221500.53","","",""
"VALE00ESP","Valencia","Spain","13439M001","A","2001-02-11","vale00esp_20200326.log","IGE","EURASIAN","39.4808","-0.3377","77.6","4929534.04","-29050.67","4033709.91","","ITRF2014",""
"VARS00NOR","Vardoe","Norway","10322M002","A","2000-12-10","vars00nor_20200131.log","NMA","EURASIAN","70.3364","31.0312","174.8","1844607.62","1109719.11","5983936.01","","ITRF2014",""
"VEN100ITA","Venezia","Italy","19513M001","A","2009-12-13","ven100ita_20180726.log","ASI","EURASIAN","45.4306","12.3541","58.9","4379845.49","959292.11","4521099.33","","ITRF2014",""
"VFCH00FRA","Villefranche-sur-Cher","France","10046M001","A","2005-07-03","vfch00fra_20190313.log","IGN_RGP","EURASIAN","47.2942","1.7197","154.6","4331863.60","130055.20","4664122.60","","",""
"VIGO00ESP","Vigo","Spain","13450M001","A","2005-11-13","vigo00esp_20191202.log","IGE","EURASIAN","42.1840","-8.8131","87.8","4677481.06","-725205.07","4260827.17","","ITRF2014",""
"VIL000SWE","Vilhelmina","Sweden","10424M001","A","1996-11-03","vil000swe_20191107.log","LMV","EURASIAN","64.6978","16.5599","449.9","2620258.89","779137.98","5743799.28","","ITRF2014",""
"VIL600SWE","Vilhelmina","Sweden","10424M002","A","2014-06-22","vil600swe_20191105.log","LMV","EURASIAN","64.6978","16.5599","450.4","2620263.74","779138.32","5743797.54","","",""
"VILL00ESP","Villafranca","Spain","13406M001","A","1995-12-31","vill00esp_20200108.log","ESOC","EURASIAN","40.4436","-3.9520","647.4","4849833.87","-335049.26","4116014.81","IGS","ITRF2014",""
"VIR200FIN","Virolahti","Finland","10522M002","A","2017-03-19","vir200fin_20191025.log","FGI","EURASIAN","60.5388","27.5549","37.0","2788251.10","1454871.44","5530279.28","","",""
"VIS000SWE","Visby","Sweden","10423M001","A","1996-11-03","vis000swe_20190926.log","LMV","EURASIAN","57.6539","18.3673","79.8","3246470.56","1077900.31","5365277.90","IGS","ITRF2014",""
"VIS600SWE","Visby","Sweden","10423M002","A","2014-06-22","vis600swe_20191105.log","LMV","EURASIAN","57.6539","18.3674","79.4","3246466.56","1077901.83","5365279.61","","",""
"VLIS00NLD","Vlissingen","Netherlands","13538M001","A","2016-05-15","vlis00nld_20190916.log","DUT","EURASIAN","51.4429","3.5973","54.4","3975805.22","249950.08","4964446.09","","ITRF2014",""
"VLN100IRL","Valentia","Ireland","13626M002","A","2019-09-15","vln100irl_20200213.log","OSI","EURASIAN","51.9396","-10.2417","76.8","3877520.03","-700588.99","4998722.41","","",""
"VLNS00LTU","Vilnius","Lithuania","10801M001","A","1999-02-21","vlns00ltu_20150925.log","VGTUGI","EURASIAN","54.6531","25.2987","240.8","3343600.97","1580417.58","5179337.09","","",""
"VNRS00UKR","Vinnytsia","Ukraine","18101M001","A","2019-03-24","vnrs00ukr_20181003.log","MAO","EURASIAN","49.2197","28.4273","318.9","3670860.47","1987087.33","4806792.84","","",""
"WARE00BEL","Waremme","Belgium","13114M001","A","1996-01-14","ware00bel_20191210.log","ROB","EURASIAN","50.6899","5.2453","187.9","4031947.31","370150.91","4911905.90","","",""
"WARN00DEU","Rostock-Warnemuende","Germany","14277M002","A","2003-10-26","warn00deu_20200311.log","BKG","EURASIAN","54.1698","12.1014","50.8","3658785.93","784470.84","5147870.56","IGS","ITRF2014",""
"WRLG00DEU","Bad Koetzting","Germany","14201M024","A","2016-09-11","wrlg00deu_20181211.log","FSW","EURASIAN","49.1450","12.8757","660.4","4075564.97","931610.55","4801620.67","","",""
"WROC00POL","Wroclaw","Poland","12217M001","A","1996-11-24","wroc00pol_20181106.log","IGG","EURASIAN","51.1133","17.0620","180.3","3835751.00","1177249.00","4941605.00","IGS","ITRF2014",""
"WSRT00NLD","Westerbork","Netherlands","13506M005","A","1997-07-20","wsrt00nld_20200218.log","DUT","EURASIAN","52.9146","6.6045","86.0","3828739.00","443305.00","5064887.00","IGS","ITRF2014","IGS14"
"WTZA00DEU","Bad Koetzting","Germany","14201M013","A","2019-09-29","wtza00deu_20170803.log","FSW","EURASIAN","49.1442","12.8789","665.9","4075578.49","931852.66","4801569.95","IGS","ITRF2014",""
"WTZR00DEU","Bad Koetzting","Germany","14201M010","A","1995-12-31","wtzr00deu_20190403.log","FSW","EURASIAN","49.1442","12.8789","666.0","4075580.69","931853.66","4801568.05","IGS","ITRF2014","IGS14"
"WTZS00DEU","Bad Koetzting","Germany","14201M015","A","2019-09-29","wtzs00deu_20190328.log","FSW","EURASIAN","49.1448","12.8786","663.4","4075535.30","931822.19","4801608.92","IGS","ITRF2014",""
"WTZZ00DEU","Bad Koetzting","Germany","14201M014","A","2019-09-29","wtzz00deu_20200127.log","FSW","EURASIAN","49.1442","12.8789","665.9","4075579.27","931853.28","4801569.14","IGS","ITRF2014",""
"YEBE00ESP","Yebes","Spain","13420M001","A","2000-10-22","yebe00esp_20191202.log","IGE","EURASIAN","40.5249","-3.0886","972.8","4848724.95","-261632.51","4123093.95","IGS","ITRF2014","IGS14"
"ZADA00HRV","Zadar","Croatia","11905M001","A","2013-06-16","zada00hrv_20200213.log","SGA","EURASIAN","44.1132","15.2276","64.3","4425737.16","1204734.51","4417173.47","","",""
"ZARA00ESP","Zaragoza","Spain","13462M001","A","2006-06-25","zara00esp_20191202.log","IGE","EURASIAN","41.6334","-0.8822","296.1","4773803.30","-73506.20","4215453.90","","",""
"ZECK00RUS","Zelenchukskaya","Russian Federation","12351M001","A","1997-09-28","zeck00rus_20170803.log","IAA","EURASIAN","43.7884","41.5651","1167.0","3451175.15","3060335.95","4391955.97","IGS","ITRF2014","IGS14"
"ZIM200CHE","Zimmerwald","Switzerland","14001M008","A","2007-12-16","zim200che_20181218.log","LPT","EURASIAN","46.8771","7.4650","956.5","4331300.16","567537.08","4633133.51","IGS","ITRF2014","IGS14"
"ZIMM00CHE","Zimmerwald","Switzerland","14001M004","A","1995-12-31","zimm00che_20181218.log","LPT","EURASIAN","46.8771","7.4653","956.4","4331297.35","567555.64","4633133.73","IGS","ITRF2014","IGS14"
"ZOUF00ITA","Cercivento","Italy","12763M001","A","2004-01-11","zouf00ita_20191029.log","CRS","EURASIAN","46.5572","12.9736","1946.5","4282710.06","986659.42","4609469.77","","",""
"ZPRS00UKR","Zaporizhzhia","Ukraine","18102M001","A","2018-04-29","zprs00ukr_20180321.log","MAO","EURASIAN","47.8287","35.1615","93.6","3507143.16","2470487.82","4704181.52","","",""
"ZYWI00POL","Zywiec","Poland","12220S001","A","2003-08-10","zywi00pol_20190830.log","ASGEUPOS","EURASIAN","49.6867","19.2060","412.8","3904633.00","1360192.00","4840631.00","","",""
