#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType
NLIB00USA,-130934.4493,-4762291.7386,4226854.6638,41.772,-91.575,207.467,SEPT POLARX5TR,GPS+GLO+GAL+BDS,2021-02-02T18:51Z,JAVRINGANT_DM,SCIS,841,BPA,0.6127,0,0,2018-06-14T15:00Z,EXTERNAL H-MASER
NNOR00AUS,-2414151.326,4907778.436,-3270645.333,-31.049,116.193,235.248,SEPT POLARX5TR,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2021-01-19T13:00Z,SEPCHOKE_B3E6,NONE,5657,BPA,0.1121,0,0,2019-10-25T12:45Z,EXTERNAL SLAVED CRYSTAL
NOT100ITA,4934528.669,1321262.251,3806479.508,36.876,14.99,126.657,LEICA GR30,GPS+GLO+GAL+BDS+SBAS,2018-07-26T07:00Z,LEIAR20,NONE,19203022,BAM,0,0,0,2017-10-11T09:30Z,EXTERNAL H-MASER
NOVM00RUS,452261.2,3635877.47,5203453.26,55.031,82.909,150.418,JPS LEGACY,GPS+GLO,2007,10,2011-08-18,JPSREGANT_SD_E1,NONE,RA0038,BPA,0.08,0,0
NRC100CAN,1112777.33,-4341475.83,4522955.78,45.454,-75.624,82.907,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL,2019,5,2019-03-19T13:54Z,AOAD/M_T,NONE,171,BPA,0,0,0
NRIL00RUS,64537.2912,2253782.8543,5946363.4808,69.362,88.36,48.343,ASHTECH UZ-12,GPS,2009-10-29T12:20Z,ASH701945B_M,SCIT,CR620002607,BPA,0.0795,,,2000-09-17T00:00Z,INTERNAL
NRMD00NCL,-5743537.658,1380504.26,-2397897.027,-22.228,166.485,160.792,TRIMBLE NETR9,GPS+GLO+QZSS+GAL+BDS,2021-04-13T22:30Z,TRM57971.00,TZGD,1440921240,BAM,0,0,0,2009-10-02T00:00Z,defaultdict(<function rec_dd at 0x7f349ce211e0>
NTUS00SGP,-1508022,6195580,148800,1.346,103.68,78.867,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,2022-02-14T01:24Z,LEIAR20,LEIM,20288014,BAM,0.0776,0,0,2018-04-18T02:50Z,INTERNAL
NVSK00RUS,433604.1534,3655557.747,5191288.0377,54.841,83.235,124.08,TRIMBLE R9S,GPS+GLO,2021-07-19T00:00Z,TRM57971.00,NONE,1441116772,BAM,6.1661,0,0,2016-03-16T00:00Z,INTERNAL
NYA100NOR,1202434,252632,6237772,78.93,11.865,84.13,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,2021-11-27T18:56Z,ASH701073.1,SNOW,CRG0117,BPA,0,0,0,1999-06-02T00:40Z,INTERNAL
NYA200NOR,1202379.31,252474.654,6237786.542,78.93,11.859,81.914,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-01-20T10:41Z,JAVRINGANT_G5T,NONE,3231C,BAM,0,0,0,2019-08-08T10:00Z,INTERNAL
NYAL00NOR,1202431,252627,6237768,78.93,11.865,79.443,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,2021-09-24T09:37Z,AOAD/M_B,DOME,R106,BCR,5.216,0.004,-0.001,1993-01-01T00:00Z,INTERNAL
OAK100GBR,4011440.89,-63375.739,4941877.084,51.118,-0.905,140.081,NOV OEM6,GPS,2021-10-15T00:00Z,TPSCR.G5,TPSH,762-11858,BPA,0,0,0,2015-04-08T00:00Z,EXTERNAL CESIUM / RCVR 1
OAK200GBR,4011440.89,-63375.739,4941877.084,51.118,-0.905,140.081,NOV OEM6,GPS,2021-10-15T00:00Z,TPSCR.G5,TPSH,762-11858,BPA,0,0,0,2015-04-08T00:00Z,EXTERNAL CESIUM / RCVR 2
OBE400DEU,4186704.43,834903.583,4723664.857,48.085,11.278,650.987,SEPT ASTERX4,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-11-17T13:00Z,SEPCHOKE_B3E6,NONE,5612,BPA,0.07,0,0,2021-04-30T10:00Z,INTERNAL
OHI200ATA,1525811.8,-2432479.1,-5676166,-63.321,-57.901,33.594,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+SBAS,2021-06-02T15:30Z,LEIAR25.R4,LEIT,725307,BPA,0.0728,0,0,2017-02-27T11:40Z,EXTERNAL H-Maser
OHI300ATA,1525808.9,-2432478.5,-5676166,-63.321,-57.901,32.674,LEICA GR50,GPS+GLO+GAL+BDS+SBAS,2021-05-19T09:15Z,LEIAR25.R4,LEIT,725282,BPA,0.066,0,0,2013-09-28T16:00Z,EXTERNAL H-Maser
ONS100SWE,3370667.198,711818.723,5349787.879,57.395,11.925,44.858,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,2021-03-19T00:00Z,LEIAR25.R3,LEIT,8520002,BPA,0.003,0,0,2012-01-28,EXTERNAL H-MASER
ONSA00SWE,3370658.832,711876.939,5349786.745,57.395,11.926,45.974,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,2021-03-19T12:00Z,AOAD/M_B,OSOD,20,BCR,0.995,0,0,2013-11-06T13:05Z,EXTERNAL H-MASER
OP7100FRA,4202779.735,171370.766,4778660.65,48.836,2.335,124.987,SEPT POLARX4TR,GPS+GLO+GAL+BDS+SBAS,2019-12-01T00:00Z,LEIAR25.R4,LEIT,725498,BPA,0,0,0,2016-10-18T00:00Z,EXTERNAL UTC(OP)
OPMT00FRA,4202777.3831,171367.9881,4778660.1844,48.836,2.335,123.015,ASHTECH Z-XII3T,GPS,2001-07-01T00:00Z,3S-02-TSADM,NONE,19,TOP,0,0,0,2001-07-01T00:00Z,EXTERNAL UTC(OP)
ORID00MKD,4498451.81,1708266.83,4173591.78,41.127,20.794,773.417,LEICA GR30,GPS+GLO+GAL+BDS+SBAS,2021-11-30T12:25Z,LEIAR25.R4,LEIT,726371,BPA,0.031,0,0,2020-02-18T11:05Z,INTERNAL
OSN300KOR,-3068340.81,4066863.981,3824757.006,37.083,127.034,64.863,NOV OEM6,GPS,2021-09-17T00:00Z,TPSCR.G5,TPSH,762-11526,BPA,0,0,0,2014-08-15T00:00Z,EXTERNAL CESIUM /RCVR1
OSN400KOR,-3068340.81,4066863.981,3824757.006,37.083,127.034,64.863,NOV OEM6,GPS,2021-09-17T00:00Z,TPSCR.G5,TPSH,762-11526,BPA,0,0,0,2014-08-15T00:00Z,EXTERNAL CESIUM /RCVR2
OUS200NZL,-4387890.8367,733420.3903,-4555176.3706,-45.869,170.511,26.545,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-11-14T00:00Z,SEPCHOKE_B3E6,NONE,5395,BPA,0.0711,0,0,2019-09-25T08:30Z,INTERNAL
OWMG00NZL,-4584394.1059,-290931.9957,-4410048.0233,-44.024,-176.369,22.027,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS,2020-12-18T21:00Z,TRM59800.00,NONE,5406354937,BPA,2.0352,0.0004,0.0003,2016-03-01T00:00Z,INTERNAL
P04300USA,-1128701.5937,-4465270.5852,4399615.9675,43.881,-104.186,1491.36,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-10-06T17:01Z,TRM59800.99,SCIT,220066597,BPA,0.0083,0,0,2020-06-03T19:01Z,INTERNAL
P05100USA,-1416838.9163,-4223178.9758,4551064.1022,45.807,-108.546,1081.527,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-10-08T14:01Z,TRM59800.00,SCIT,5034353890,BPA,0.0083,0,0,2019-02-07T21:22Z,INTERNAL
P05300USA,-1283559.1005,-4015770.3241,4771131.6324,48.726,-107.725,815.419,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-09-30T16:01Z,TRM59800.99,SCIT,4822A53917,BPA,0.0083,0,0,2019-11-08T18:44Z,INTERNAL
P38900USA,-2347407.3618,-3968720.2532,4394008.5091,43.812,-120.603,1398.318,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-08-18T19:58Z,TRM59800.80,SCIT,220356904,BPA,0.0083,0,0,2016-07-19T20:22Z,INTERNAL
P80200USA,-810033.1477,-4318611.4126,4608498.8926,46.558,-100.623,573.53,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-11-02T23:01Z,TRM59800.80,SCIT,220379534,BPA,0.0083,0,0,2016-11-03T13:49Z,INTERNAL
PADO00ITA,4388882.41,924567.03,4519588.45,45.411,11.896,65.126,STONEX SC2200,GPS+GLO+GAL+BDS+IRNSS+SBAS,2021-03-11T09:15Z,STXSA1500,STXG,C18119000473,BAM,0,0,0,2020-11-23T09:35Z,INTERNAL
PALM00ATA,1192671.992,-2450887.706,-5747096.184,-64.775,-64.051,31.685,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2022-01-06T17:31Z,ASH700936D_M,SCIS,CR14107,BPA,0.0794,0,0,1997-04-23T00:00Z,INTERNAL
PARC00CHL,1255992.5,-3622975.2,-5079719.2,-53.137,-70.88,22.725,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,2021-07-01T00:00Z,TRM57971.00,NONE,31051052,BAM,0,0,0,2009-11-01T00:00Z,INTERNAL
PARK00AUS,-4554255.2187,2816652.4462,-3454059.7028,-32.999,148.265,397.79,SEPT POLARX5TR,GPS+QZSS+GLO+GAL+BDS,2021-08-11T03:36Z,ASH701945C_M,NONE,CR620011902,BPA,0,0,0,2005-07-18T00:00Z,EXTERNAL H-MASER
PDEL00PRT,4551596.139,-2186893.415,3883410.679,37.748,-25.663,111.18,TRIMBLE ALLOY,GPS+GLO+GAL,2021-10-18T13:29Z,TRM159900.00,NONE,5925338556,BPA,0,0,0,2021-10-15T10:27Z,INTERNAL
PENC00HUN,4052449.8,1417680.8,4701406.9,47.79,19.282,292.144,LEICA GRX1200GGPRO,GPS+GLO,2021-08-30T12:02Z,LEIAT504GG,LEIS,200219,BPA,0.03,0,0,2014-06-24T07:34Z,INTERNAL
PERT00AUS,-2368688.0354,4881316.6934,-3341794.975,-31.802,115.885,13.08,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,2022-02-14T02:19Z,TRM59800.00,NONE,5220354498,BPA,0.0595,0,0,2012-10-23T05:30Z,INTERNAL
PETS00RUS,-3580828.5,1399698.1,5072185.2,53.023,158.65,102.604,JAVAD TRE_G3TH DELTA,GPS+GLO,2020,0,2020-06-23T06:00Z,ASH701933B_M,SCIS,1999040131,BPA,0.0885,0,0
PGEN00PHL,-3650007.527,5187339.662,669409.452,6.065,125.132,121.525,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,2018-07-13T08:51Z,LEIAR25,LEIT,9300004,BPA,0,0,0,2010-01-21T00:00Z,INTERNAL
PICL00CAN,-11253.04,-3980586.68,4967210.25,51.48,-90.162,315.531,SEPT POLARX5,GPS+GLO+GAL,2019-07-18T17:00Z,TWIVC6150,NONE,1903150001,BPA,0.1,0,0,2019-08-26T13:50Z,INTERNAL
PIE100USA,-1640916.928,-5014781.187,3575447.077,34.302,-108.119,2348.129,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,2021-07-27T22:41Z,ASH701945E_M,NONE,CR520022114,BPA,0.061,0,0,2007-01-23T18:00Z,EXTERNAL H-MASER
PIMO00PHL,-3186293.8,5286624.28,1601158.31,14.636,121.078,95.936,JAVAD TRE_G3TH DELTA,GPS+GLO+BDS+QZSS,2021-07-08T17:29Z,ASH701945C_M,NONE,CR620010502,BPA,0.0792,0,0,2005-09-22T00:00Z,INTERNAL
PIN100USA,-2369510.78,-4761206.89,3511396.27,33.612,-116.458,1256.573,TPS NET-G3A,GPS,2021-09-13T00:00Z,ASH701945B_M,SCIS,CR519991846,BPA,1.745,,,2004-09-10T03:30Z,INTERNAL
PNGM00PNG,-5367943.2,3437431.2,-225886,-2.043,147.366,116.751,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,2020-03-03T00:40Z,TRM59800.00,NONE,5038353981,BPA,0.0011,0,0,2012-09-08T00:00Z,INTERNAL
POAL00BRA,3467519.4,-4300378.53,-3177517.73,-30.074,-51.12,77.155,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-10-20T14:39Z,TRM115000.00,NONE,1551129639,BAM,0.0075,0,0,2018-05-15T17:00Z,INTERNAL
POHN00FSM,-5879158.7411,2350291.7598,767748.1911,6.96,158.21,91.101,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,2021-08-10T00:42Z,JAVRINGANT_DM,NONE,2053,BPA,0.001,0,0,2017-12-15T03:00Z,INTERNAL
POL200KGZ,1239971.4511,4530790.0876,4302578.795,42.68,74.694,1714.63,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+QZSS,2021-07-21T17:16Z,TPSCR.G3,NONE,383-1030,BPA,0.078,,,2009-10-23T00:00Z,INTERNAL
POLV00UKR,3411557.338,2348463.835,4834396.643,49.603,34.543,178.551,LEICA GR50,GPS+GLO+GAL+BDS+QZSS,2021-11-30T14:36Z,LEIAR20,LEIM,23014041,BAM,0.07,0,0,2021-11-30T14:36Z,INTERNAL
POTS00DEU,3800689.634,882077.386,5028791.318,52.379,13.066,144.853,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2021-10-07T13:26Z,JAVRINGANT_G5T,NONE,6077C,BAM,0.1206,0,0,2020-10-06T08:00Z,INTERNAL
POVE00BRA,2774265.608,-5662060.1407,-959415.8531,-8.709,-63.896,119.975,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-10-20T14:39Z,TRM115000.00,NONE,1551129628,BAM,0.0075,0,0,2018-05-17T00:00Z,INTERNAL
PPPC00PHL,-3022676.471,5511839.403,1075517.567,9.773,118.74,66.945,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,2018-07-10T03:28Z,LEIAR25,LEIT,9300007,BPA,0,0,0,2010-06-26T00:00Z,INTERNAL
PRDS00CAN,-1659602.83,-3676725.75,4925493.59,50.871,-114.293,1248.373,JAVAD TRE_3N DELTA,GPS+GLO+GAL,2019,5,2019-11-12T18:42Z,AOAD/M_T,NONE,KW-9493-01,BPA,0.1,0,0
PRE300ZAF,5066223.489,2719222.966,-2754406.543,-25.746,28.224,1414.248,NOV OEM6,GPS,2021-10-14T00:00Z,TPSCR.G5,TPSH,762-10995,BPA,0,0,0,2015-02-20T00:00Z,EXTERNAL CESIUM /RCVR1
PRE400ZAF,5066223.489,2719222.966,-2754406.543,-25.746,28.224,1414.248,NOV OEM6,GPS,2021-10-14T00:00Z,TPSCR.G5,TPSH,762-10995,BPA,0,0,0,2015-02-20T00:00Z,EXTERNAL CESIUM /RCVR2
PTAG00PHL,-3184318.745,5291065.489,1590418.235,14.535,121.041,87.051,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,2020-11-15T14:57Z,LEIAR25.R4,LEIT,726458,BPA,0,0,0,2017-01-27T06:47Z,INTERNAL
PTBB00DEU,3844060.11,709661.2,5023129.46,52.296,10.46,130.681,SEPT POLARX5TR,GPS+GLO+GAL+BDS+IRNSS+SBAS,2021-02-02T08:15Z,LEIAR25.R4,LEIT,726333,BPA,0.059,0,0,2019-03-26T14:00Z,EXTERNAL ACTIVE H-MASER
PTGG00PHL,-3184365.6327,5291038.8848,1590414.0821,14.535,121.041,87.347,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,2021-01-18T09:15Z,TRM59800.00,SCIS,5332354745,BPA,2.036,0,0,2018-02-14T00:45Z,INTERNAL
PTVL00VUT,-5950573.262,1230677.252,-1932016.954,-17.749,168.315,86.846,TRIMBLE NETR9,QZSS+GPS+GLO+GAL+BDS,2020-03-03T01:57Z,JAVRINGANT_DM,NONE,931,BPA,0,0,0,2018-01-23T00:00Z,INTERNAL
QAQ100GRL,2170942.18,-2251829.95,5539988.29,60.715,-46.048,110.835,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-07-26T23:24Z,ASH701945E_M,SCIS,24206,BPA,0.1206,0,0,2003-12-30T17:09Z,INTERNAL
QIKI00CAN,1069081.29,-2195214.2,5872519.02,67.559,-64.034,13.718,ASHTECH UZ-12,GPS,2014-08-07T01:40Z,ASH701945E_M,NONE,CR620024521,BPA,0,0,0,2008-08-23T19:04Z,INTERNAL
QUI300ECU,1275746.601,-6252216.81,-15440.994,-0.14,-78.467,2927.924,NOV OEM6,GPS,2021-08-16T00:00Z,TPSCR.G5,TPSH,762-11852,BPA,0,0,0,2015-06-22T00:00Z,EXTERNAL CESIUM /RCVR1
QUI400ECU,1275746.601,-6252216.81,-15440.994,-0.14,-78.467,2927.924,NOV OEM6,GPS,2021-08-16T00:00Z,TPSCR.G5,TPSH,762-11852,BPA,0,0,0,2015-06-22T00:00Z,EXTERNAL CESIUM /RCVR2
QUIN00USA,-2517231.209,-4198595.058,4076531.208,39.975,-120.944,1106.188,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+QZSS,2021-07-21T17:40Z,ASH701945E_M,SNOW,CR6200548028,BPA,0.5847,0,0,2017-10-19T07:00Z,INTERNAL 
RABT00MAR,5255617.68,-631745.622,3546322.61,33.998,-6.854,90.539,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+IRNSS,2021-10-21T18:27Z,TRM29659.00,SCIS,220148021,BPA,0.08,0,0,2000-05-17T00:00Z,INTERNAL
RAEG00PRT,4618477.733,-2166047.526,3816304.845,36.986,-25.126,298.32,LEICA GR25,GPS+GLO+GAL,2021-04-07T00:00Z,LEIAR20,NONE,16073038,BAM,0.5793,0,0,2015-05-15T00:00Z,EXTERNAL H-MASER
RAMO00ISR,4514719.1,3133506,3228042.6,30.598,34.763,893.501,JAVAD TRE_G3TH DELTA,GPS+GLO,2019-01-15,ASH701945B_M,SNOW,CR20014604,BPA,0.003,0,0,2004-03-18T00:00Z,INTERNAL
RBAY00ZAF,4739765.8116,2970758.3766,-3054077.6457,-28.796,32.078,32.206,TRIMBLE ALLOY,GPS+GLO,2021-11-12T15:00Z,TRM59800.00,SCIS,50373533928,BPA,0,0,0,2012-12-02T00:00Z,INTERNAL
RDSD00DOM,2078681.178,-5683736.413,2006886.9092,18.461,-69.911,-8.803,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-06-10T17:01Z,TRM59800.00,SCIS,5220354497,BPA,0.02,0,0,2013-03-07T17:01Z,INTERNAL
REDU00BEL,4091423.462,368380.429,4863179.703,50.002,5.145,370.327,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2021-01-19T12:00Z,SEPCHOKE_B3E6,NONE,5644,BPA,0.115,0,0,2019-10-29T10:00Z,EXTERNAL CESIUM
RESO00CAN,-144097.43,-1683123.97,6129777.88,74.691,-94.893,35.359,ASHTECH UZ-12,GPS,2006-03-10T20:26Z,ASH700936A_M,NONE,468,BPA,0.1,0,0,2001-09-12,INTERNAL
REUN00REU,3364099.1673,4907944.4587,-2293466.897,-21.208,55.572,1558.807,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2020-02-13T10:00Z,TRM55971.00,NONE,30976568,BAM,0.061,0,0,2008-12-03T12:00Z,INTERNAL
REYK00ISL,2587384.533,-1043033.497,5716564.008,64.139,-21.955,93.54,LEICA GR50,GPS+GLO+GAL+BDS+IRNSS+SBAS,2022-01-24T14:40Z,LEIAR25.R4,LEIT,725281,BPA,0.0635,0,0,2019-05-14T18:00Z,INTERNAL
RGDG00ARG,1429870.3961,-3495334.7685,-5122723.0071,-53.786,-67.752,32.8,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,2020-05-25T09:32Z,TRM59800.00,SCIS,5222354514,BPA,0.42,0,0,2018-07-10T15:30Z,INTERNAL
RIGA00LVA,3183899.344,1421478.378,5322810.736,56.949,24.059,35.155,LEICA GR25,GPS+GLO+GAL+BDS+SBAS,2021-06-08T12:50Z,LEIAR25.R4,LEIT,726676,BPA,0.085,0,0,2013-12-11T15:00Z,INTERNAL
RIO200ARG,1429907.7834,-3495354.8119,-5122698.6553,-53.785,-67.751,32.477,SEPT ASTERX4,GPS+GLO+GAL+BDS+SBAS,2021-01-20T11:38Z,SEPCHOKE_B3E6,NONE,5482,BPA,0.069,0,0,2020-02-20T15:00Z,INTERNAL
RIOP00ECU,1255140.9798,-6253585.5781,-182569.6128,-1.651,-78.651,2793.4,TRIMBLE NETRS,GPS,2019-03-21T15:03Z,TRM41249.00,NONE,60261189,BAM,0.0729,0,0,2009-06-30T18:48Z,INTERNAL
ROAG00ESP,5105577.352,-555208.925,3769714.099,36.463,-6.206,83.661,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS+IRNSS,2020-02-24T12:50Z,LEIAR25.R4,NONE,726362,BPA,0,0,0,2018-02-05T00:00Z,EXTERNAL H-MASER
ROCK00USA,-2533220.219,-4631543.3986,3568400.542,34.236,-118.676,553.811,SEPT POLARX5,GPS+GLO+GAL+SBAS,2021-06-10T21:30Z,TWIVC6150,SCIS,VC6150L1907310012,BPA,0.142,0,0,2021-06-10T21:30Z,INTERNAL
ROTH00ATA,909246.711,-2264763.494,-5873056.98,-67.571,-68.126,40.632,LEICA GRX1200+GNSS,GPS+GLO,2019-04-04T12:00Z,LEIAR25,LEIT,765734,BPA,0,0,0,2009-12-14T21:15Z,INTERNAL 
SALU00BRA,4566947.87,-4443098.5,-286674.66,-2.593,-44.212,19.353,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-10-20T14:14Z,TRM115000.00,NONE,1551129671,BAM,0.008,0,0,2018-04-09T14:40Z,INTERNAL QUARTZ
SAMO00WSM,-6129702.2557,-890029.4165,-1516807.4422,-13.849,-171.738,77.285,TRIMBLE NETR9,GPS+GLO+GAL+BDS+SBAS+QZSS,2021-05-11T02:47Z,JAVRINGANT_DM,NONE,958,BPA,0.004,0,0,2017-10-04T01:20Z,INTERNAL
SANT00CHL,1769693.588,-5044574.184,-3468320.907,-33.15,-70.669,723.491,SEPT POLARX5,GPS+GLO+GAL+BDS,2021-02-01T23:43Z,JAVRINGANT_DM,NONE,849,BPA,0.0614,0,0,2017-01-06T00:00Z,INTERNAL
SASK00CAN,-1106129.71,-3758704.03,5016675.77,52.196,-106.398,579.01,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL,2019,5,2019-07-30T17:12Z,NOV750.R4,NOVS,NDE10020019,BPA,0.05,0,0
SAVO00BRA,4870283.7503,-3864605.3094,-1418872.4823,-12.939,-38.432,76.704,TRIMBLE NETR9,GPS+GLO+GAL+BDS,2021-10-20T14:13Z,TRM115000.00,NONE,1551129631,BAM,0.001,0,0,2018-04-19T16:00Z,INTERNAL QUARTZ
SBOK00ZAF,5279492.0167,1703114.2749,-3139092.9922,-29.669,17.879,1043.489,TRIMBLE NETRS,GPS,2019-03-30T00:00Z,ASH701941.B,SCIS,CRL1999100113,BPA,0,0,0,2000-02-29T00:00Z,INTERNAL
SCH200CAN,1448636.93,-3385243.67,5191046.95,54.832,-66.833,498.624,JAVAD TRE_3N DELTA,GPS+GLO+GAL,2019,5,2019-04-02T18:44Z,ASH701945E_M,NONE,CR620045048,BPA,0.1,0,0
SCIP00USA,-2556587.44,-4711014.03,3446241.4,32.914,-118.488,453.29,TPS NET-G3A,GPS+GLO,2011-06-02T18:51Z,TPSCR.G3,SCIS,383-1839,BPA,0.0083,0,0,2014-10-08T20:46Z,INTERNAL
SCOR00GRL,1982096.1,-798821.025,5989464.5,70.485,-21.95,128.94,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,2021-07-26T23:45Z,LEIAR20,LEIM,49014,BAM,0.1977,0,0,2021-09-09T15:08Z,EXTERNAL RUBIDIUM
SCRZ00BOL,2743005.924,-5420745.291,-1937117.112,-17.797,-63.16,442.51,LEICA GR10,GPS+GLO+GAL+BDS+SBAS,2019-02-20T09:05Z,LEIAR10,NONE,14206107,BAM,0,0,0,2012-11-17T00:00Z,INTERNAL 
SCTB00ATA,-1311028.8,308512.8,-6213390.9,-77.849,166.758,-18.45,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,2020-09-21T23:55Z,TRM115000.00,NONE,1441025918,BAM,0.055,0,0,2019-11-01T23:52Z,INTERNAL
SCUB00CUB,1474538.1759,-5811243.3797,2168958.8133,20.012,-75.762,21.436,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL,2021-11-16T10:50Z,JAV_RINGANT_G3T,NONE,341,BAM,0.046,0,0,2014-12-18T09:00Z,INTERNAL
SEJN00KOR,-3110081.801,4082093.983,3775023.519,36.522,127.303,181.627,TRIMBLE NETR9,GPS+GLO+GAL,2021-08-02T00:00Z,TRM59800.00,SCIS,5109354039,BPA,0,0,0,2012-02-15T00:00Z,INTERNAL
SEME00KAZ,688306.417,4012382.787,4893725.828,50.433,80.266,180.644,LEICA GR10,GPS+GLO+GAL+SBAS,2020-05-25T09:40Z,LEIAR25.R4,LEIT,726637,BPA,0,0,0,2017-10-03T00:00Z,INTERNAL
SEY200SYC,3602867.3394,5238179.3811,-516268.0725,-4.674,55.479,539.216,JAVAD TRE_G3TH DELTA,GPS+GLO+BDS,2021-07-08T18:48Z,JAVRINGANT_DM,SCIS,805,BPA,0.0083,0,0,2015-03-06T00:00Z,INTERNAL
SEYG00SYC,3597836,5240884,-516781,-4.679,55.531,-37.238,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS+IRNSS,2021-01-26T12:55Z,TRM59800.00,NONE,5037353964,BPA,0.5193,-0.0011,-0.001,2012-06-20T00:00Z,INTERNAL
SFDM00USA,-2532676.4067,-4615598.8587,3588781.3303,34.46,-118.755,291.939,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,2021-08-25T18:32Z,TRM59800.99,SCIT,4624A17075,BPA,0.0083,0,0,2021-04-28T19:47Z,INTERNAL
SFER00ESP,5105519.055,-555146.005,3769803.246,36.464,-6.206,84.563,LEICA GR25,GPS+GLO+GAL+SBAS,2020-06-17T06:30Z,LEIAR25,NONE,726380,BPA,1.626,0,0,2019-01-17T11:00Z,EXTERNAL CESIUM
SGOC00LKA,1113280.0609,6233644.2886,760276.9549,6.892,79.874,-78.095,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,2022-02-11T10:47Z,JAVRINGANT_G5T,NONE,6076C,BAM,0.13,0,0,2018-09-20T05:20Z,INTERNAL
SGPO00USA,-667801.1647,-5082858.388,3782394.883,36.604,-97.485,290.586,JAVAD TRE_3,GPS+GLO+GAL+BDS+SBAS,2021-06-23T09:09Z,JAVRINGANT_G5T,NONE,3203C,BAM,0.1555,0,0,2019-02-04T18:30Z,INTERNAL
SHAO00CHN,-2831733.583,4675665.958,3275369.41,31.1,121.2,22.505,ASHTECH UZ-12,GPS,2007-09-27T00:00Z,AOAD/M_T,JPLA,429,BPA,0.0814,0,0,1995-01-20T00:00Z,INTERNAL
SHE200CAN,1899507.99,-3991722.36,4582242.82,46.221,-64.552,-14.866,TRIMBLE NETR8,GPS,2019-03-31T01:09Z,TRM29659.00,NONE,4624A17046,BPA,0.1,0,0,2012-10-04T14:00Z,INTERNAL
SIN100SGP,-1507972.56,6195614.06,148488,1.343,103.679,92.943,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,2021-09-30T07:15Z,LEIAR25.R3,LEIT,9330041,BPA,0,0,0,2010-09-09T08:00Z,INTERNAL
