City,Province,Type,Latitude,Longitude
TEKİRDAĞ,MARMARA EREĞLİSİ,District,40.98315,27.93391
TEKİRDAĞ,MURATLI,District,41.17316,27.49904
TEKİRDAĞ,SARAY,District,41.44404,27.92021
TEKİRDAĞ,ŞARKÖY,District,40.62473,27.1028
TOKAT,ALMUS,District,40.38193,36.89205
TOKAT,ARTOVA,District,40.1105,36.30629
TOKAT,BAŞÇİFTLİK,District,40.54557,37.16964
TOKAT,ERBAA,District,40.67294,36.56625
TOKAT,NİKSAR,District,40.59094,36.94439
TOKAT,PAZAR,District,40.27591,36.28313
TOKAT,REŞADİYE,District,40.39297,37.33864
TOKAT,SULUSARAY,District,39.98634,36.07574
TOKAT,TURHAL,District,40.38255,36.08414
TOKAT,YEŞİLYURT,District,40.01035,36.21757
TOKAT,ZİLE,District,40.29892,35.88249
TRABZON,AKÇAABAT,District,41.00333,39.57942
TRABZON,ARAKLI,District,40.92693,40.04567
TRABZON,ARSİN,District,40.94192,39.93939
TRABZON,BEŞİKDÜZÜ,District,41.04339,39.2146
TRABZON,ÇARŞIBAŞI,District,41.07144,39.38573
TRABZON,ÇAYKARA,District,40.74685,40.24373
TRABZON,DERNEKPAZARI,District,40.79945,40.2536
TRABZON,DÜZKÖY,District,40.87484,39.42487
TRABZON,HAYRAT,District,40.88868,40.36805
TRABZON,KÖPRÜBAŞI,District,40.80042,40.13123
TRABZON,MAÇKA,District,40.81138,39.61322
TRABZON,OF,District,40.93243,40.27627
TRABZON,SÜRMENE,District,40.89957,40.11465
TRABZON,ŞALPAZARI,District,40.94257,39.19483
TRABZON,TONYA,District,40.8849,39.29022
TRABZON,VAKFIKEBİR,District,41.03378,39.27493
TRABZON,YOMRA,District,40.94307,39.86216
TUNCELİ,HOZAT,District,39.10062,39.22818
TUNCELİ,MAZGİRT,District,39.01846,39.60645
TUNCELİ,NAZIMİYE,District,39.17868,39.82197
TUNCELİ,OVACIK,District,39.35775,39.21647
TUNCELİ,PERTEK,District,38.86574,39.32273
TUNCELİ,PÜLÜMÜR,District,39.48514,39.89828
ŞANLIURFA,AKÇAKALE,District,36.72192,38.9429
ŞANLIURFA,BİRECİK,District,37.02318,37.977
ŞANLIURFA,BOZOVA,District,37.36015,38.52574
ŞANLIURFA,CEYLANPINAR,District,36.85419,40.051
ŞANLIURFA,HALFETİ,District,37.24546,37.87023
ŞANLIURFA,HARRAN,District,36.86007,39.03366
ŞANLIURFA,HİLVAN,District,37.58705,38.95469
ŞANLIURFA,SİVEREK,District,37.74825,39.31782
ŞANLIURFA,SURUÇ,District,36.97723,38.42586
ŞANLIURFA,VİRANŞEHİR,District,37.23108,39.76262
UŞAK,BANAZ,District,38.73472,29.74948
UŞAK,EŞME,District,38.39925,28.95816
UŞAK,KARAHALLI,District,38.32222,29.5315
UŞAK,SİVASLI,District,38.49956,29.68045
UŞAK,ULUBEY,District,38.42088,29.29099
VAN,BAHÇESARAY,District,38.12178,42.82089
VAN,BAŞKALE,District,38.04713,44.01701
VAN,ÇALDIRAN,District,39.14035,43.90079
VAN,ÇATAK,District,38.00829,43.05597
VAN,EDREMİT,District,38.40864,43.2617
VAN,ERCİŞ,District,39.03462,43.36415
VAN,GEVAŞ,District,38.29421,43.10919
VAN,GÜRPINAR,District,38.32372,43.40991
VAN,MURADİYE,District,38.99204,43.76355
VAN,ÖZALP,District,38.65455,43.98869
VAN,SARAY,District,38.64313,44.17203
YOZGAT,AKDAĞMADENİ,District,39.66093,35.88353
YOZGAT,AYDINCIK,District,40.126,35.28374
YOZGAT,BOĞAZLIYAN,District,39.19301,35.24663
YOZGAT,ÇANDIR,District,39.24584,35.514
YOZGAT,ÇAYIRALAN,District,39.30477,35.6348
YOZGAT,ÇEKEREK,District,40.07392,35.48604
YOZGAT,KADIŞEHRİ,District,39.99785,35.79108
YOZGAT,SARAYKENT,District,39.6912,35.51143
YOZGAT,SARIKAYA,District,39.49404,35.37699
YOZGAT,SORGUN,District,39.80984,35.18225
YOZGAT,ŞEFAATLİ,District,39.49783,34.75846
YOZGAT,YENİFAKILI,District,39.21006,35.00374
YOZGAT,YERKÖY,District,39.64075,34.46865
ZONGULDAK,ALAPLI,District,41.17699,31.40013
ZONGULDAK,ÇAYCUMA,District,41.42105,32.06663
ZONGULDAK,DEVREK,District,41.21288,31.95032
ZONGULDAK,EREĞLİ,District,41.27983,31.43839
ZONGULDAK,GÖKÇEBEY,District,41.30453,32.13996
AKSARAY,AĞAÇÖREN,District,38.86797,33.91786
AKSARAY,ESKİL,District,38.39682,33.40803
AKSARAY,GÜLAĞAÇ,District,38.39334,34.34688
AKSARAY,GÜZELYURT,District,38.28053,34.37287
AKSARAY,ORTAKÖY,District,38.73666,34.03921
AKSARAY,SARIYAHŞİ,District,38.98029,33.84276
BAYBURT,AYDINTEPE,District,40.38325,40.14272
BAYBURT,DEMİRÖZÜ,District,40.16023,39.89239
KARAMAN,AYRANCI,District,37.36211,33.69079
KARAMAN,BAŞYAYLA,District,36.7528,32.68096
KARAMAN,ERMENEK,District,36.63992,32.88814
KARAMAN,KAZIMKARABEKİR,District,37.22639,32.95853
KARAMAN,SARIVELİLER,District,36.69751,32.62301
KIRIKKALE,BAHŞİLİ,District,39.78758,33.45499
KIRIKKALE,BALIŞEYH,District,39.90956,33.71743
KIRIKKALE,ÇELEBİ,District,39.46414,33.52568
KIRIKKALE,DELİCE,District,39.94458,34.03209
KIRIKKALE,KARAKEÇİLİ,District,39.5931,33.38108
KIRIKKALE,KESKİN,District,39.67454,33.61496
KIRIKKALE,SULAKYURT,District,40.16003,33.71772
KIRIKKALE,YAHŞİHAN,District,39.84846,33.45145
BATMAN,BEŞİRİ,District,37.91573,41.2865
BATMAN,GERCÜŞ,District,37.56526,41.38259
BATMAN,HASANKEYF,District,37.71332,41.41365
BATMAN,KOZLUK,District,38.18705,41.48874
BATMAN,SASON,District,38.33179,41.40492
ŞIRNAK,BEYTÜŞŞEBAP,District,37.57057,43.1667
ŞIRNAK,CİZRE,District,37.33745,42.19224
ŞIRNAK,GÜÇLÜKONAK,District,37.47271,41.91778
ŞIRNAK,İDİL,District,37.33481,41.88944
ŞIRNAK,SİLOPİ,District,37.24613,42.46761
ŞIRNAK,ULUDERE,District,37.44567,42.8519
BARTIN,AMASRA,District,41.71552,32.39338
BARTIN,KURUCAŞİLE,District,41.82704,32.71784
BARTIN,ULUS,District,41.57567,32.65872
ARDAHAN,ÇILDIR,District,41.12673,43.13562
ARDAHAN,DAMAL,District,41.34145,42.8368
ARDAHAN,GÖLE,District,40.79383,42.60984
ARDAHAN,HANAK,District,41.2365,42.84554
ARDAHAN,POSOF,District,41.50895,42.72809
IĞDIR,ARALIK,District,39.87588,44.50406
IĞDIR,KARAKOYUNLU,District,39.97456,44.16429
IĞDIR,TUZLUCA,District,40.03871,43.65208
YALOVA,ALTINOVA,District,40.69495,29.50899
YALOVA,ARMUTLU,District,40.52631,28.84299
YALOVA,ÇINARCIK,District,40.63119,29.11151
YALOVA,ÇİFTLİKKÖY,District,40.65931,29.32545
YALOVA,TERMAL,District,40.60937,29.16507
KARABÜK,EFLANİ,District,41.42177,32.9519
KARABÜK,ESKİPAZAR,District,40.94237,32.53218
KARABÜK,OVACIK,District,41.08074,32.91646
KARABÜK,SAFRANBOLU,District,41.24622,32.68029
KARABÜK,YENİCE,District,41.19764,32.32025
KİLİS,ELBEYLİ,District,36.67712,37.46677
KİLİS,MUSABEYLİ,District,36.8874,36.92061
KİLİS,POLATELİ,District,36.84241,37.14274
OSMANİYE,BAHÇE,District,37.19281,36.57753
OSMANİYE,DÜZİÇİ,District,37.25279,36.46314
OSMANİYE,HASANBEYLİ,District,37.12838,36.54609
OSMANİYE,KADİRLİ,District,37.37055,36.0979
OSMANİYE,SUMBAS,District,37.44854,36.02129
OSMANİYE,TOPRAKKALE,District,37.06241,36.14835
DÜZCE,AKÇAKOCA,District,41.07068,31.13293
DÜZCE,CUMAYERİ,District,40.87858,30.95035
DÜZCE,ÇİLİMLİ,District,40.89422,31.0472
DÜZCE,GÖLYAKA,District,40.77761,30.9973
DÜZCE,GÜMÜŞOVA,District,40.84639,30.93889
DÜZCE,KAYNAŞLI,District,40.76957,31.29298
DÜZCE,YIĞILCA,District,40.96152,31.44507
HATAY,ARSUZ,District,36.40663,35.90053
MUĞLA,SEYDİKEMER,District,36.63563,29.35694
TUNCELİ,ÇEMİŞGEZEK,District,39.06236,38.91331
ZONGULDAK,KOZLU,District,41.42928,31.75021
ZONGULDAK,KİLİMLİ,District,41.48505,31.84577
TEKİRDAĞ,KAPAKLI,District,41.32825,27.97664
BALIKESİR,ALTIEYLÜL,District,39.63025,27.88457
BALIKESİR,KARESİ,District,39.66006,27.88226
DENİZLİ,MERKEZEFENDİ,District,37.78514,29.08905
DENİZLİ,PAMUKKALE,District,37.75625,29.09976
ŞANLIURFA,EYYÜBİYE,District,37.14773,38.79694
KAHRAMANMARAŞ,DULKADİROĞLU,District,37.58171,36.94399
HATAY,DEFNE,District,36.14021,36.14201
TEKİRDAĞ,ERGENE,District,41.20414,27.7523
ŞANLIURFA,KARAKÖPRÜ,District,37.20524,38.79798
VAN,TUŞBA,District,38.52051,43.40055
VAN,İPEKYOLU,District,38.47954,43.40781
KAHRAMANMARAŞ,ONİKİ ŞUBAT,District,37.60402,36.77459
MANİSA,YUNUSEMRE,District,38.61412,27.38784
MANİSA,ŞEHZADELER,District,38.61955,27.45407
AYDIN,EFELER,District,37.85178,27.84536
MUĞLA,MENTEŞE,District,37.21906,28.3599
ORDU,ALTINORDU,District,40.96912,37.91046
TRABZON,ORTAHİSAR,District,41.01136,39.73368
HATAY,PAYAS,District,36.75831,36.22032
MARDİN,ARTUKLU,District,37.32571,40.72875
ŞANLIURFA,HALİLİYE,District,37.17676,38.81858
TEKİRDAĞ,SÜLEYMANPAŞA,District,40.98164,27.50293
SİNOP,,District,42.0246,35.14104
BALIKESİR,,District,39.65054,27.89536
DENİZLİ,,District,37.77153,29.09075
HATAY,ANTAKYA,District,36.20929,36.18994
İSTANBUL,ADALAR,District,40.8544,29.1172
İSTANBUL,AVCILAR,District,40.98029,28.72356
İSTANBUL,BAĞCILAR,District,41.03355,28.83284
İSTANBUL,BAHÇELİEVLER,District,41.0122,28.84449
İSTANBUL,BAKIRKÖY,District,40.98688,28.87826
İSTANBUL,BAYRAMPAŞA,District,41.04952,28.90384
İSTANBUL,BEŞİKTAŞ,District,41.07429,29.03548
İSTANBUL,BEYKOZ,District,41.12676,29.09786
İSTANBUL,BEYOĞLU,District,41.04502,28.95725
İSTANBUL,ESENLER,District,41.05871,28.86483
İSTANBUL,EYÜP,District,41.04841,28.92752
İSTANBUL,FATİH,District,41.0118,28.96212
İSTANBUL,GAZİ OSMANPAŞA,District,41.06733,28.91625
İSTANBUL,GÜNGÖREN,District,41.01763,28.87081
İSTANBUL,KADIKÖY,District,40.97434,29.0442
İSTANBUL,KAĞITHANE,District,41.08412,28.98817
İSTANBUL,KARTAL,District,40.90684,29.17299
İSTANBUL,KÜÇÜKÇEKMECE,District,41.01541,28.78393
İSTANBUL,MALTEPE,District,40.93732,29.13817
İSTANBUL,PENDİK,District,40.88535,29.2396
İSTANBUL,SARIYER,District,41.15889,29.03953
İSTANBUL,ŞİŞLİ,District,41.05732,28.97546
İSTANBUL,TUZLA,District,40.83288,29.31308
İSTANBUL,ÜMRANİYE,District,41.02076,29.13136
İSTANBUL,ÜSKÜDAR,District,41.04665,29.07033
İSTANBUL,ZEYTİNBURNU,District,40.9909,28.9081
İSTANBUL,BÜYÜKÇEKMECE,District,41.03565,28.57104
İSTANBUL,ÇATALCA,District,41.14386,28.45711
İSTANBUL,SİLİVRİ,District,41.09275,28.24526
İSTANBUL,SULTANBEYLİ,District,40.95235,29.29311
İSTANBUL,ŞİLE,District,41.16067,29.61449
İSTANBUL,ARNAVUTKÖY,District,41.18226,28.74017
İSTANBUL,ATAŞEHİR,District,40.9922,29.0924
İSTANBUL,BAŞAKŞEHİR,District,41.0624,28.68405
İSTANBUL,BEYLİKDÜZÜ,District,40.98151,28.64038
İSTANBUL,ÇEKMEKÖY,District,41.03721,29.1765
İSTANBUL,ESENYURT,District,41.02602,28.67717
İSTANBUL,SANCAKTEPE,District,40.98075,29.22278
İSTANBUL,SULTANGAZİ,District,41.10424,28.86255
İZMİR,BALÇOVA,District,38.39086,27.05621
İZMİR,BORNOVA,District,38.47012,27.21781
İZMİR,BUCA,District,38.38907,27.18321
İZMİR,ÇİĞLİ,District,38.50635,27.05735
İZMİR,GAZİEMİR,District,38.32162,27.13903
İZMİR,GÜZELBAHÇE,District,38.36122,26.8884
İZMİR,KARŞIYAKA,District,38.47064,27.10312
İZMİR,KONAK,District,38.42022,27.13058
İZMİR,NARLIDERE,District,38.38232,27.01006
İZMİR,ALİAĞA,District,38.7946,26.97703
İZMİR,BAYINDIR,District,38.21889,27.6483
İZMİR,BERGAMA,District,39.11719,27.18297
İZMİR,BEYDAĞ,District,38.08781,28.21069
İZMİR,ÇEŞME,District,38.32141,26.31522
İZMİR,DİKİLİ,District,39.07297,26.9012
İZMİR,FOÇA,District,38.68087,26.76924
İZMİR,KARABURUN,District,38.63533,26.49835
İZMİR,KEMALPAŞA,District,38.42149,27.42888
İZMİR,KINIK,District,39.09873,27.37936
İZMİR,KİRAZ,District,38.23338,28.20887
İZMİR,MENDERES,District,38.25413,27.13258
İZMİR,MENEMEN,District,38.61089,27.07006
İZMİR,ÖDEMİŞ,District,38.22923,27.97687
İZMİR,SEFERİHİSAR,District,38.19804,26.83954
İZMİR,SELÇUK,District,37.95151,27.3705
İZMİR,TİRE,District,38.09131,27.7335
İZMİR,TORBALI,District,38.15614,27.3584
İZMİR,URLA,District,38.31623,26.75979
İZMİR,KARABAĞLAR,District,38.38885,27.11554
İZMİR,BAYRAKLI,District,38.47606,27.16969
İSTANBUL,,City,41.02196,29.01079
İZMİR,,City,38.41026,27.15296
ARTVİN,KEMALPAŞA,District,41.4868,41.53028
AKSARAY,SULTANHANI,District,38.24843,33.55105
HAKKARİ,DERECİK,District,37.08287,44.31167
